,TEAM,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Attend./G,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,opp_G,opp_MP,opp_FG,opp_FGA,opp_FG%,opp_3P,opp_3PA,opp_3P%,opp_2P,opp_2PA,opp_2P%,opp_FT,opp_FTA,opp_FT%,opp_ORB,opp_DRB,opp_TRB,opp_AST,opp_STL,opp_BLK,opp_TOV,opp_PF,opp_PTS
0,CHI_1992,27.6,67.0,15.0,66,16,10.44,-0.37,10.07,115.5,104.5,11.0,94.4,0.297,0.063,0.556,0.518,11.8,35.1,0.221,0.476,14.1,69.3,0.219,,82,19830,46.7,91.9,0.508,1.8,5.8,0.304,44.9,86.1,0.522,20.3,27.3,0.744,15.0,31.3,46.3,29.2,8.6,6.2,13.9,21.7,115.5,82,19780,40.5,89.5,0.452,3.1,8.8,0.347,37.4,80.7,0.464,20.0,26.0,0.77,13.9,29.8,43.7,23.7,9.5,5.8,15.8,22.8,104.1
1,POR_1992,28.1,57.0,25.0,59,23,7.27,-0.33,6.94,111.4,104.2,7.2,99.0,0.335,0.128,0.541,0.495,13.6,35.6,0.253,0.471,14.3,69.9,0.251,12888.0,82,19805,43.7,89.6,0.488,3.2,9.0,0.357,40.5,80.6,0.502,23.2,28.8,0.805,13.3,31.3,44.5,28.8,7.9,7.9,13.7,19.9,113.9,82,19880,39.6,87.2,0.454,3.0,9.8,0.303,36.7,77.4,0.474,21.9,28.9,0.759,13.4,28.5,41.9,24.2,8.4,5.3,16.7,23.9,104.2
2,UTA_1992,28.5,55.0,27.0,57,25,6.39,-0.69,5.7,112.2,105.6,6.6,95.5,0.363,0.067,0.557,0.504,13.7,32.7,0.286,0.475,13.0,68.9,0.214,,82,19880,44.0,86.7,0.507,3.0,8.9,0.333,41.0,77.8,0.527,22.7,30.4,0.746,13.3,27.7,41.0,24.1,10.0,4.4,15.8,23.9,113.6,82,19855,40.1,87.5,0.458,2.3,7.9,0.295,37.8,79.6,0.474,21.7,28.2,0.767,13.2,29.1,42.3,23.1,8.7,5.1,16.2,23.4,104.2
3,PHO_1992,27.0,53.0,29.0,56,26,5.94,-0.26,5.68,112.1,106.2,5.9,99.4,0.332,0.083,0.556,0.508,13.1,31.7,0.258,0.471,13.0,67.7,0.223,,82,19880,42.7,86.8,0.492,2.0,5.8,0.345,40.7,81.0,0.503,24.8,31.5,0.788,13.9,32.2,46.0,27.7,9.0,5.7,16.0,22.1,112.2,82,19830,41.1,89.4,0.46,2.8,8.4,0.332,38.3,80.9,0.473,19.6,25.4,0.768,13.9,27.8,41.7,23.6,8.1,4.5,16.5,23.1,104.5
4,CLE_1992,27.6,57.0,25.0,55,27,5.45,-0.11,5.34,113.9,108.2,5.7,95.0,0.322,0.101,0.557,0.506,11.8,30.5,0.259,0.483,12.3,66.5,0.174,,82,19805,43.3,88.1,0.492,2.8,7.3,0.381,40.6,80.8,0.502,22.7,29.2,0.776,13.3,31.2,44.5,26.9,8.2,7.1,15.1,22.6,112.1,82,19830,40.3,87.7,0.459,2.8,8.1,0.346,37.5,79.6,0.47,21.4,28.2,0.759,14.4,30.7,45.1,22.4,8.8,5.4,17.5,23.5,104.7
5,NYK_1992,27.3,51.0,31.0,52,30,3.89,-0.22,3.67,108.3,104.2,4.1,92.9,0.295,0.089,0.531,0.491,13.7,34.6,0.216,0.471,14.0,71.1,0.248,17879.0,82,19955,42.5,86.0,0.494,4.0,11.4,0.354,38.5,74.6,0.516,22.7,28.7,0.79,13.2,31.2,44.3,29.1,8.6,4.8,17.0,26.0,111.7,82,19780,41.8,92.4,0.453,2.8,8.3,0.338,39.0,84.1,0.464,18.8,24.7,0.762,14.8,29.9,44.6,25.1,8.5,4.9,14.8,25.4,105.3
6,BOS_1992,29.2,51.0,31.0,51,31,3.62,-0.21,3.41,110.8,107.0,3.8,95.8,0.266,0.05,0.544,0.5,12.7,31.9,0.215,0.469,11.9,68.7,0.22,14890.0,82,19880,42.4,89.7,0.473,4.0,11.5,0.344,38.4,78.2,0.492,22.7,30.0,0.754,15.8,31.1,46.9,25.2,9.2,5.0,16.2,24.2,111.4,82,19880,41.6,90.8,0.459,3.0,8.8,0.337,38.7,82.0,0.472,19.4,26.0,0.747,14.5,28.5,43.0,24.3,8.2,5.8,15.2,24.8,105.6
7,GSW_1992,25.5,55.0,27.0,50,32,3.9,-0.14,3.77,113.6,109.9,3.7,103.4,0.351,0.103,0.568,0.524,13.6,31.8,0.262,0.499,14.9,64.2,0.256,,82,19780,44.9,91.2,0.492,1.4,4.5,0.306,43.5,86.6,0.502,19.6,24.3,0.808,13.9,32.7,46.6,26.2,8.1,6.1,14.8,21.4,110.8,82,19805,41.8,91.2,0.459,2.2,7.1,0.307,39.6,84.1,0.471,20.4,26.9,0.756,14.9,28.6,43.5,23.3,8.0,6.0,15.3,23.6,106.2
8,SAS_1992,27.3,47.0,35.0,50,32,3.32,-0.51,2.81,107.5,104.1,3.4,96.2,0.317,0.057,0.528,0.485,13.9,34.2,0.233,0.469,13.5,69.8,0.224,16057.0,82,19855,42.8,90.3,0.474,2.6,8.2,0.317,40.2,82.1,0.49,22.5,28.7,0.783,16.2,28.6,44.9,23.8,9.8,5.7,16.8,24.7,110.7,82,19780,42.1,92.4,0.456,2.5,8.3,0.308,39.5,84.1,0.47,20.3,26.4,0.768,14.9,29.6,44.5,24.4,8.6,5.2,14.1,20.7,107.0
9,DET_1992,30.1,48.0,34.0,47,35,2.04,0.01,2.06,107.5,105.3,2.2,91.6,0.307,0.077,0.52,0.477,13.5,34.9,0.228,0.468,12.5,68.5,0.204,21454.0,82,19880,42.0,91.2,0.46,4.7,12.7,0.369,37.3,78.5,0.475,20.2,26.6,0.759,16.4,27.5,43.8,25.5,10.9,4.0,17.1,24.1,108.8,82,19880,43.0,92.9,0.463,2.5,7.3,0.341,40.6,85.6,0.474,19.4,25.2,0.77,15.6,30.5,46.2,27.0,9.4,4.9,14.9,21.2,108.0
