,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,28,Tarik Black,C,6-9,250,1991-11-22,US,2,"Memphis, Kansas"
1,3,Corey Brewer,SF,6-9,186,1986-03-05,US,9,Florida
2,5,José Calderón,PG,6-3,200,1981-09-28,ES,11,
3,6,Jordan Clarkson,SG,6-4,194,1992-06-07,US,2,"Tulsa, Missouri"
4,9,Luol Deng,SF,6-9,237,1985-04-16,SS,12,Duke
5,11,Tyler Ennis,PG,6-3,194,1994-08-24,CA,2,Syracuse
6,4,Marcelo Huertas,PG,6-3,200,1983-05-25,BR,1,
7,14,Brandon Ingram,SF,6-8,190,1997-09-02,US,R,Duke
8,20,Timofey Mozgov,C,7-1,275,1986-07-16,RU,6,
9,7,Larry Nance Jr.,PF,6-7,245,1993-01-01,US,1,Wyoming
10,10,David Nwaba,SG,6-5,219,1993-01-14,US,R,Cal Poly
11,30,Julius Randle,PF,6-8,250,1994-11-29,US,2,Kentucky
12,15,Thomas Robinson,PF,6-10,237,1991-03-17,US,4,Kansas
13,1,D'Angelo Russell,PG,6-4,193,1996-02-23,US,1,Ohio State
14,23,Lou Williams,SG,6-1,175,1986-10-27,US,11,
15,37,Metta World Peace,SF,6-7,260,1979-11-13,US,16,St. John's
16,0,Nick Young,SG,6-7,210,1985-06-01,US,9,USC
17,40,Ivica Zubac,C,7-0,240,1997-03-18,BA,R,
