,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,35,Marvin Bagley III,PF,6-11,235,1999-03-14,US,3,Duke
1,40,Harrison Barnes,PF,6-8,225,1992-05-30,US,9,UNC
2,3,Terence Davis,SG,6-4,201,1997-05-16,US,2,Ole Miss
3,0,Donte DiVincenzo,SG,6-4,203,1997-01-31,US,3,Villanova
4,5,De'Aaron Fox,PG,6-3,185,1997-12-20,US,4,Kentucky
5,0,Tyrese Haliburton,SG,6-5,185,2000-02-29,US,1,Iowa State
6,8,Maurice Harkless,SF,6-7,220,1993-05-11,US,9,St. John's
7,24,Buddy Hield,SG,6-4,220,1992-12-17,BS,5,Oklahoma
8,9,Justin Holiday,SG,6-6,180,1989-04-05,US,8,Washington
9,22,Richaun Holmes,C,6-10,235,1993-10-15,US,6,Bowling Green
10,55,Josh Jackson,SF,6-8,207,1997-02-10,US,4,Kansas
11,30,Damian Jones,C,6-11,245,1995-06-30,US,5,Vanderbilt
12,23,Louis King,SF,6-7,205,1999-04-06,US,2,Oregon
13,26,Jeremy Lamb,SG,6-5,180,1992-05-30,US,9,UConn
14,25,Alex Len,C,7-0,250,1993-06-16,UA,8,Maryland
15,41,Trey Lyles,PF,6-9,234,1995-11-05,CA,6,Kentucky
16,7,Chimezie Metu,C,6-9,225,1997-03-22,US,3,USC
17,15,Davion Mitchell,PG,6-2,205,1998-09-05,US,R,"Auburn, Baylor"
18,10,Emmanuel Mudiay,PG,6-3,200,1996-03-05,CD,5,
19,31,Ade Murkey,SG,6-5,200,1998-01-29,US,R,Denver
20,88,Neemias Queta,C,7-0,245,1999-07-13,PT,R,Utah State University
21,20,Jahmi'us Ramsey,SG,6-3,190,2001-06-09,US,1,Texas Tech
22,9,Justin Robinson,PG,6-1,195,1997-10-12,US,2,Virginia Tech
23,10,Domantas Sabonis,PF,6-11,240,1996-05-03,US,5,Gonzaga
24,13,Tristan Thompson,PF,6-9,254,1991-03-13,CA,10,Texas
25,17,Robert Woodard II,SF,6-6,235,1999-09-22,US,1,Mississippi State
