,DATE,YEAR,MONTH,DAY,START_ET,HOME,OPPONENT,OUTCOME,OVERTIME,POINTS_SCORED,OPPONENT_POINTS,CUMULATIVE_W,CUMULATIVE_L,STREAK
0,"Sun, Apr 17, 2022",2022,4,17,6:30p,True,CHI,W,False,93,86,1,0,W 1
1,"Wed, Apr 20, 2022",2022,4,20,9:30p,True,CHI,L,False,110,114,1,1,L 1
2,"Fri, Apr 22, 2022",2022,4,22,8:30p,False,CHI,W,False,111,81,2,1,W 1
3,"Sun, Apr 24, 2022",2022,4,24,1:00p,False,CHI,W,False,119,95,3,1,W 2
4,"Wed, Apr 27, 2022",2022,4,27,7:30p,True,CHI,W,False,116,100,4,1,W 3
6,"Sun, May 1, 2022",2022,5,1,1:00p,False,BOS,W,False,101,89,5,1,W 4
7,"Tue, May 3, 2022",2022,5,3,7:00p,False,BOS,L,False,86,109,5,2,L 1
8,"Sat, May 7, 2022",2022,5,7,3:30p,True,BOS,W,False,103,101,6,2,W 1
9,"Mon, May 9, 2022",2022,5,9,7:30p,True,BOS,L,False,108,116,6,3,L 1
10,"Wed, May 11, 2022",2022,5,11,7:00p,False,BOS,W,False,110,107,7,3,W 1
11,"Fri, May 13, 2022",2022,5,13,7:30p,True,BOS,L,False,95,108,7,4,L 1
12,"Sun, May 15, 2022",2022,5,15,3:30p,False,BOS,L,False,81,109,7,5,L 2
