,TEAM,PLAYOFF_WINS
0,DET_1990,15.0
1,SAS_1990,6.0
2,CHI_1990,10.0
3,PHO_1990,9.0
4,LAL_1990,4.0
5,CLE_1990,2.0
6,BOS_1990,2.0
7,UTA_1990,2.0
8,POR_1990,12.0
9,PHI_1990,4.0
10,NYK_1990,4.0
11,HOU_1990,1.0
12,DAL_1990,0.0
13,MIL_1990,1.0
14,DEN_1990,0.0
15,IND_1990,0.0
