,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,5,Will Barton,SF,6-6,181,1991-01-06,US,8,Memphis
1,10,Bol Bol,PF,7-2,220,1999-11-16,SD,1,Oregon
2,7,Facundo Campazzo,PG,5-10,195,1991-03-23,AR,R,
3,31,Vlatko Čančar,PF,6-8,236,1997-04-10,SI,1,
4,6,Gary Clark,SF,6-6,225,1994-11-16,US,2,Cincinnati
5,35,PJ Dozier,SG,6-6,205,1996-10-25,US,3,South Carolina
6,50,Aaron Gordon,PF,6-8,235,1995-09-16,US,6,Arizona
7,0,JaMychal Green,PF,6-8,227,1990-06-21,US,6,Alabama
8,13,R.J. Hampton,PG,6-4,175,2001-02-07,US,R,
9,14,Gary Harris,SG,6-4,210,1994-09-14,US,6,Michigan State
10,3,Shaquille Harrison,SG,6-4,190,1993-10-06,US,3,Tulsa
11,25,Isaiah Hartenstein,C,7-0,250,1998-05-05,US,2,
12,0,Markus Howard,SG,5-10,175,1999-03-03,US,R,Marquette
13,15,Nikola Jokić,C,6-11,284,1995-02-19,RS,5,
14,34,JaVale McGee,C,7-0,270,1988-01-19,US,12,Nevada
15,4,Paul Millsap,PF,6-7,257,1985-02-10,US,14,Louisiana Tech
16,11,Monte Morris,PG,6-2,183,1995-06-27,US,3,Iowa State
17,27,Jamal Murray,PG,6-3,215,1997-02-23,CA,4,Kentucky
18,22,Zeke Nnaji,PF,6-9,240,2001-01-09,US,R,Arizona
19,1,Michael Porter Jr.,SF,6-10,218,1998-06-29,US,1,Missouri
20,25,Austin Rivers,SG,6-4,200,1992-08-01,US,8,Duke
21,3,Greg Whittington,PF,6-8,210,1993-02-07,US,R,Georgetown
