,DATE,YEAR,MONTH,DAY,START_ET,HOME,OPPONENT,OUTCOME,OVERTIME,POINTS_SCORED,OPPONENT_POINTS,CUMULATIVE_W,CUMULATIVE_L,STREAK
0,"Sat, Apr 14, 2018",2018,4,14,8:00p,True,MIA,W,False,130,103,1,0,W 1
1,"Mon, Apr 16, 2018",2018,4,16,8:00p,True,MIA,L,False,103,113,1,1,L 1
2,"Thu, Apr 19, 2018",2018,4,19,7:00p,False,MIA,W,False,128,108,2,1,W 1
3,"Sat, Apr 21, 2018",2018,4,21,2:30p,False,MIA,W,False,106,102,3,1,W 2
4,"Tue, Apr 24, 2018",2018,4,24,8:00p,True,MIA,W,False,104,91,4,1,W 3
6,"Mon, Apr 30, 2018",2018,4,30,8:00p,False,BOS,L,False,101,117,4,2,L 1
7,"Thu, May 3, 2018",2018,5,3,8:30p,False,BOS,L,False,103,108,4,3,L 2
8,"Sat, May 5, 2018",2018,5,5,5:00p,True,BOS,L,True,98,101,4,4,L 3
9,"Mon, May 7, 2018",2018,5,7,6:00p,True,BOS,W,False,103,92,5,4,W 1
10,"Wed, May 9, 2018",2018,5,9,8:00p,False,BOS,L,False,112,114,5,5,L 1
