,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,7,Jaylen Brown,SF,6-6,223,1996-10-24,US,5,California
1,28,Bruno Fernando,C,6-9,240,1998-08-15,AO,2,Maryland
2,8,Malik Fitts,PF,6-8,230,1997-07-04,US,1,"South Florida, Saint Mary's"
3,13,Enes Freedom,C,6-10,250,1992-05-20,CH,10,
4,30,Sam Hauser,SF,6-8,215,1997-12-08,US,R,"Marquette, Virginia"
5,41,Juancho Hernangómez,PF,6-9,214,1995-09-28,ES,5,
6,42,Al Horford,C,6-9,240,1986-06-03,DO,14,Florida
7,43,Justin Jackson,SF,6-8,220,1995-03-28,US,4,UNC
8,55,Joe Johnson,SG,6-7,240,1981-06-29,US,17,Arkansas
9,40,Luke Kornet,C,7-2,250,1995-07-15,US,4,Vanderbilt
10,9,Romeo Langford,SG,6-4,216,1999-10-25,US,2,Indiana
11,4,Kelan Martin,SF,6-5,230,1995-08-03,US,2,Butler
12,50,C.J. Miles,SG,6-6,220,1987-03-18,US,15,
13,4,Juwan Morgan,PF,6-7,232,1997-04-17,US,2,Indiana
14,26,Aaron Nesmith,SF,6-5,215,1999-10-16,US,1,Vanderbilt
15,20,Jabari Parker,PF,6-8,245,1995-03-15,US,7,Duke
16,11,Payton Pritchard,PG,6-1,195,1998-01-28,US,1,Oregon
17,8,Josh Richardson,SG,6-5,200,1993-09-15,US,6,Tennessee
18,37,Matt Ryan,SF,6-7,215,1997-04-17,US,R,"Notre Dame, Vanderbilt, Chattanooga"
19,71,Dennis Schröder,SG,6-3,172,1993-09-15,DE,8,
20,36,Marcus Smart,PG,6-3,220,1994-03-06,US,7,Oklahoma State
21,13,Nik Stauskas,SG,6-6,205,1993-10-07,CA,5,Michigan
22,0,Jayson Tatum,SF,6-8,210,1998-03-03,US,4,Duke
23,27,Daniel Theis,C,6-8,245,1992-04-04,DE,4,
24,97,Brodric Thomas,SG,6-5,185,1997-01-28,US,1,Truman State University
25,9,Derrick White,SG,6-4,190,1994-07-02,US,4,"Colorado-Colorado Springs, Colorado"
26,12,Grant Williams,PF,6-6,236,1998-11-30,US,2,Tennessee
27,44,Robert Williams,C,6-9,237,1997-10-17,US,3,Texas A&M
