,DATE,YEAR,MONTH,DAY,START_ET,HOME,OPPONENT,OUTCOME,OVERTIME,POINTS_SCORED,OPPONENT_POINTS,CUMULATIVE_W,CUMULATIVE_L,STREAK
0,"Wed, Oct 18, 2017",2017,10,18,7:00p,True,BRK,W,False,140,131,1,0,W 1
1,"Fri, Oct 20, 2017",2017,10,20,7:00p,True,POR,L,False,96,114,1,1,L 1
2,"Sat, Oct 21, 2017",2017,10,21,8:00p,False,MIA,L,False,108,112,1,2,L 2
3,"Tue, Oct 24, 2017",2017,10,24,8:00p,False,MIN,W,False,130,107,2,2,W 1
4,"Wed, Oct 25, 2017",2017,10,25,8:00p,False,OKC,L,False,96,114,2,3,L 1
5,"Sun, Oct 29, 2017",2017,10,29,4:30p,True,SAS,W,False,97,94,3,3,W 1
6,"Tue, Oct 31, 2017",2017,10,31,7:00p,True,SAC,W,False,101,83,4,3,W 2
7,"Wed, Nov 1, 2017",2017,11,1,7:00p,False,CLE,W,False,124,107,5,3,W 3
8,"Fri, Nov 3, 2017",2017,11,3,7:00p,False,PHI,L,False,110,121,5,4,L 1
9,"Sun, Nov 5, 2017",2017,11,5,7:30p,False,NYK,L,False,101,108,5,5,L 2
10,"Tue, Nov 7, 2017",2017,11,7,7:00p,True,NOP,L,False,112,117,5,6,L 3
11,"Wed, Nov 8, 2017",2017,11,8,7:00p,False,DET,L,False,97,114,5,7,L 4
12,"Fri, Nov 10, 2017",2017,11,10,8:00p,False,CHI,W,False,105,87,6,7,W 1
13,"Sun, Nov 12, 2017",2017,11,12,6:00p,True,HOU,L,False,95,118,6,8,L 1
14,"Wed, Nov 15, 2017",2017,11,15,8:00p,False,MEM,W,False,116,113,7,8,W 1
15,"Fri, Nov 17, 2017",2017,11,17,7:00p,True,DET,W,False,107,100,8,8,W 2
16,"Sun, Nov 19, 2017",2017,11,19,5:00p,False,MIA,W,False,120,95,9,8,W 3
17,"Mon, Nov 20, 2017",2017,11,20,7:00p,False,ORL,W,False,105,97,10,8,W 4
18,"Fri, Nov 24, 2017",2017,11,24,8:00p,True,TOR,W,False,107,104,11,8,W 5
19,"Sat, Nov 25, 2017",2017,11,25,8:00p,True,BOS,L,False,98,108,11,9,L 1
21,"Mon, Nov 27, 2017",2017,11,27,7:00p,True,ORL,W,False,121,109,12,9,W 1
22,"Wed, Nov 29, 2017",2017,11,29,8:00p,False,HOU,L,False,97,118,12,10,L 1
23,"Fri, Dec 1, 2017",2017,12,1,7:30p,False,TOR,L,False,115,120,12,11,L 2
24,"Mon, Dec 4, 2017",2017,12,4,7:00p,True,NYK,W,False,115,97,13,11,W 1
25,"Wed, Dec 6, 2017",2017,12,6,7:00p,True,CHI,W,False,98,96,14,11,W 2
26,"Fri, Dec 8, 2017",2017,12,8,7:00p,True,CLE,W,False,106,102,15,11,W 3
27,"Sun, Dec 10, 2017",2017,12,10,5:00p,True,DEN,W,True,126,116,16,11,W 4
28,"Wed, Dec 13, 2017",2017,12,13,7:00p,True,OKC,L,False,95,100,16,12,L 1
29,"Fri, Dec 15, 2017",2017,12,15,7:00p,True,DET,L,False,98,104,16,13,L 2
30,"Sun, Dec 17, 2017",2017,12,17,6:00p,False,BRK,W,False,109,97,17,13,W 1
31,"Mon, Dec 18, 2017",2017,12,18,7:00p,True,BOS,L,False,111,112,17,14,L 1
32,"Wed, Dec 20, 2017",2017,12,20,7:30p,False,ATL,W,False,105,95,18,14,W 1
33,"Sat, Dec 23, 2017",2017,12,23,7:00p,True,BRK,W,True,123,119,19,14,W 2
34,"Tue, Dec 26, 2017",2017,12,26,7:00p,False,DET,L,False,83,107,19,15,L 1
35,"Wed, Dec 27, 2017",2017,12,27,7:00p,True,DAL,L,False,94,98,19,16,L 2
36,"Fri, Dec 29, 2017",2017,12,29,8:00p,False,CHI,L,False,107,119,19,17,L 3
37,"Sun, Dec 31, 2017",2017,12,31,5:00p,True,MIN,L,False,90,107,19,18,L 4
38,"Wed, Jan 3, 2018",2018,1,3,8:00p,False,MIL,L,False,101,122,19,19,L 5
39,"Sat, Jan 6, 2018",2018,1,6,7:00p,True,CHI,W,False,125,86,20,19,W 1
40,"Mon, Jan 8, 2018",2018,1,8,7:00p,True,MIL,W,False,109,96,21,19,W 2
42,"Wed, Jan 10, 2018",2018,1,10,7:00p,True,MIA,L,False,106,114,21,20,L 1
43,"Fri, Jan 12, 2018",2018,1,12,7:00p,True,CLE,W,False,97,95,22,20,W 1
44,"Sun, Jan 14, 2018",2018,1,14,8:00p,False,PHO,W,False,120,97,23,20,W 2
45,"Mon, Jan 15, 2018",2018,1,15,9:00p,False,UTA,W,False,109,94,24,20,W 3
46,"Thu, Jan 18, 2018",2018,1,18,10:00p,False,POR,L,False,86,100,24,21,L 1
47,"Fri, Jan 19, 2018",2018,1,19,10:30p,False,LAL,L,False,86,99,24,22,L 2
48,"Sun, Jan 21, 2018",2018,1,21,7:00p,False,SAS,W,False,94,86,25,22,W 1
49,"Wed, Jan 24, 2018",2018,1,24,7:00p,True,PHO,W,False,116,101,26,22,W 2
50,"Fri, Jan 26, 2018",2018,1,26,7:30p,False,CLE,L,False,108,115,26,23,L 1
51,"Sat, Jan 27, 2018",2018,1,27,7:00p,True,ORL,W,False,114,112,27,23,W 1
52,"Mon, Jan 29, 2018",2018,1,29,7:00p,True,CHO,W,False,105,96,28,23,W 2
53,"Wed, Jan 31, 2018",2018,1,31,7:00p,True,MEM,W,False,105,101,29,23,W 3
54,"Fri, Feb 2, 2018",2018,2,2,7:00p,False,CHO,L,False,126,133,29,24,L 1
55,"Sat, Feb 3, 2018",2018,2,3,7:00p,True,PHI,W,False,100,92,30,24,W 1
56,"Mon, Feb 5, 2018",2018,2,5,7:00p,True,WAS,L,False,102,111,30,25,L 1
57,"Fri, Feb 9, 2018",2018,2,9,7:30p,False,BOS,W,False,97,91,31,25,W 1
58,"Sun, Feb 11, 2018",2018,2,11,5:00p,True,NYK,W,False,121,113,32,25,W 2
59,"Wed, Feb 14, 2018",2018,2,14,7:30p,False,BRK,W,False,108,103,33,25,W 3
60,"Fri, Feb 23, 2018",2018,2,23,7:00p,True,ATL,W,False,116,93,34,25,W 4
61,"Mon, Feb 26, 2018",2018,2,26,8:30p,False,DAL,L,False,103,109,34,26,L 1
63,"Wed, Feb 28, 2018",2018,2,28,7:30p,False,ATL,L,False,102,107,34,27,L 2
64,"Fri, Mar 2, 2018",2018,3,2,8:00p,False,MIL,W,False,103,96,35,27,W 1
65,"Sun, Mar 4, 2018",2018,3,4,6:00p,False,WAS,W,False,98,95,36,27,W 2
66,"Mon, Mar 5, 2018",2018,3,5,7:00p,True,MIL,W,False,92,89,37,27,W 3
67,"Wed, Mar 7, 2018",2018,3,7,7:00p,True,UTA,L,False,84,104,37,28,L 1
68,"Fri, Mar 9, 2018",2018,3,9,7:00p,True,ATL,W,False,112,87,38,28,W 1
69,"Sun, Mar 11, 2018",2018,3,11,7:30p,False,BOS,W,False,99,97,39,28,W 2
70,"Tue, Mar 13, 2018",2018,3,13,7:00p,False,PHI,W,False,101,98,40,28,W 3
71,"Thu, Mar 15, 2018",2018,3,15,7:00p,True,TOR,L,False,99,106,40,29,L 1
72,"Sat, Mar 17, 2018",2018,3,17,7:00p,False,WAS,L,False,102,109,40,30,L 2
73,"Mon, Mar 19, 2018",2018,3,19,7:00p,True,LAL,W,False,110,100,41,30,W 1
74,"Wed, Mar 21, 2018",2018,3,21,8:00p,False,NOP,L,False,92,96,41,31,L 1
75,"Fri, Mar 23, 2018",2018,3,23,7:00p,True,LAC,W,False,109,104,42,31,W 1
76,"Sun, Mar 25, 2018",2018,3,25,5:00p,True,MIA,W,True,113,107,43,31,W 2
77,"Tue, Mar 27, 2018",2018,3,27,10:30p,False,GSW,W,False,92,81,44,31,W 3
78,"Thu, Mar 29, 2018",2018,3,29,10:00p,False,SAC,W,False,106,103,45,31,W 4
79,"Sun, Apr 1, 2018",2018,4,1,3:30p,False,LAC,W,False,111,104,46,31,W 5
80,"Tue, Apr 3, 2018",2018,4,3,9:00p,False,DEN,L,False,104,107,46,32,L 1
81,"Thu, Apr 5, 2018",2018,4,5,7:00p,True,GSW,W,False,126,106,47,32,W 1
82,"Fri, Apr 6, 2018",2018,4,6,7:30p,False,TOR,L,False,73,92,47,33,L 1
84,"Sun, Apr 8, 2018",2018,4,8,1:00p,False,CHO,W,False,123,117,48,33,W 1
85,"Tue, Apr 10, 2018",2018,4,10,7:00p,True,CHO,L,False,93,119,48,34,L 1
