,TEAM,PLAYOFF_WINS
0,DET_2004,16.0
1,IND_2004,10.0
2,SAS_2004,6.0
3,NJN_2004,7.0
4,DAL_2004,1.0
5,LAL_2004,13.0
6,MIA_2004,6.0
7,SAC_2004,7.0
8,MIN_2004,10.0
9,NOH_2004,3.0
10,DEN_2004,1.0
11,HOU_2004,1.0
12,NYK_2004,0.0
13,MIL_2004,1.0
14,MEM_2004,0.0
15,BOS_2004,0.0
