,DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GAME_SCORE,BPM
0,2023-03-22,32-075,TOR,HOME,IND,L (-4),1,22:31,.250,.250,4.8,12.2,8.1,0.0,2.2,0.0,0.0,14.7,67,124,0.7,-12.7
1,2023-03-24,32-077,TOR,HOME,DET,W (+21),1,24:16,.414,.350,4.3,10.1,7.0,11.3,2.0,0.0,0.0,18.6,110,104,6.5,-4.6
