,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,00,Chris Andersen,C,6-10,245,1978-07-07,US,14,Blinn College
1,6,Andrew Bogut,C,7-0,260,1984-11-28,AU,11,Utah
2,3,Mike Dunleavy,SF,6-9,230,1980-09-15,US,14,Duke
3,20,Kay Felder,PG,5-9,176,1995-03-29,US,R,Oakland
4,8,Channing Frye,C,7-0,255,1983-05-17,US,10,Arizona
5,2,Kyrie Irving,PG,6-2,195,1992-03-23,AU,5,Duke
6,23,LeBron James,SF,6-9,250,1984-12-30,US,13,
7,24,Richard Jefferson,SF,6-7,233,1980-06-21,US,15,Arizona
8,30,Dahntay Jones,SF,6-6,225,1980-12-27,US,12,"Rutgers University, Duke"
9,1,James Jones,SF,6-8,218,1980-10-04,US,13,Miami (FL)
10,26,Kyle Korver,SG,6-7,212,1981-03-17,US,13,Creighton
11,14,DeAndre Liggins,SG,6-6,209,1988-03-31,US,3,Kentucky
12,0,Kevin Love,PF,6-8,251,1988-09-07,US,8,UCLA
13,12,Jordan McRae,SG,6-5,179,1991-03-28,US,1,Tennessee
14,9,Larry Sanders,C,6-11,235,1988-11-21,US,5,VCU
15,4,Iman Shumpert,SG,6-5,215,1990-06-26,US,5,Georgia Tech
16,5,J.R. Smith,SG,6-6,225,1985-09-09,US,12,
17,40,Edy Tavares,C,7-3,260,1992-03-22,CV,1,
18,13,Tristan Thompson,C,6-9,254,1991-03-13,CA,5,Texas
19,31,Deron Williams,PG,6-3,200,1984-06-26,US,11,Illinois
20,"3, 32",Derrick Williams,PF,6-8,240,1991-05-25,US,5,Arizona
