,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,14,Terance Mann,SG,6-5,215,1996-10-18,US,3,Florida State
1,33,Nicolas Batum,PF,6-8,230,1988-12-14,FR,14,
2,40,Ivica Zubac,C,7-0,240,1997-03-18,BA,6,
3,8,Marcus Morris,PF,6-8,218,1989-09-02,US,11,Kansas
4,24,Norman Powell,SG,6-3,215,1993-05-25,US,7,UCLA
5,13,Paul George,SG,6-8,220,1990-05-02,US,12,Fresno State
6,2,Kawhi Leonard,SF,6-7,225,1991-06-29,US,10,San Diego State
7,7,Amir Coffey,SG,6-7,210,1997-06-17,US,3,Minnesota
8,23,Robert Covington,PF,6-7,209,1990-12-14,US,9,Tennessee State
9,44,Mason Plumlee,C,6-11,254,1990-03-05,US,9,Duke
10,10,Eric Gordon,SG,6-3,215,1988-12-25,US,14,Indiana
11,4,Brandon Boston Jr.,SG,6-7,185,2001-11-28,US,1,Kentucky
12,25,Moussa Diabaté (TW),PF,6-11,210,2002-01-21,FR,R,Michigan
13,0,Russell Westbrook,PG,6-3,200,1988-11-12,US,14,UCLA
14,5,Bones Hyland,PG,6-3,173,2000-09-14,US,1,VCU
15,"0, 1",Jason Preston,PG,6-4,187,1999-08-10,US,R,Ohio University
16,15,Xavier Moon (TW),SG,6-2,165,1995-01-02,US,1,"Northwest Florida State College, Morehead State University"
