,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,2,Brandon Bass,PF,6-8,250,1985-04-30,US,10,LSU
1,28,Tarik Black,C,6-9,250,1991-11-22,US,1,"Memphis, Kansas"
2,3,Anthony Brown,SF,6-7,210,1992-10-10,US,R,Stanford
3,24,Kobe Bryant,SF,6-6,212,1978-08-23,US,19,
4,6,Jordan Clarkson,SG,6-4,194,1992-06-07,US,1,"Tulsa, Missouri"
5,17,Roy Hibbert,C,7-2,270,1986-12-11,US,7,Georgetown
6,9,Marcelo Huertas,PG,6-3,200,1983-05-25,BR,R,
7,4,Ryan Kelly,PF,6-11,230,1991-04-09,US,2,Duke
8,7,Larry Nance Jr.,PF,6-7,245,1993-01-01,US,R,Wyoming
9,30,Julius Randle,PF,6-8,250,1994-11-29,US,1,Kentucky
10,1,D'Angelo Russell,PG,6-4,193,1996-02-23,US,R,Ohio State
11,50,Robert Sacre,C,7-0,270,1989-06-06,US,3,Gonzaga
12,23,Lou Williams,SG,6-1,175,1986-10-27,US,10,
13,37,Metta World Peace,SF,6-7,260,1979-11-13,US,15,St. John's
14,0,Nick Young,SG,6-7,210,1985-06-01,US,8,USC
