,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,12,Steven Adams,C,6-11,265,1993-07-20,NZ,7,Pitt
1,6,Nickeil Alexander-Walker,SG,6-6,205,1998-09-02,CA,1,Virginia Tech
2,2,Lonzo Ball,PG,6-6,190,1997-10-27,US,3,UCLA
3,5,Eric Bledsoe,SG,6-1,214,1989-12-09,US,10,Kentucky
4,32,Wenyen Gabriel,PF,6-9,205,1997-03-26,SD,1,Kentucky
5,3,Josh Hart,SF,6-5,215,1995-03-06,US,3,Villanova
6,10,Jaxson Hayes,C,6-11,220,2000-05-23,US,1,Texas
7,9,Willy Hernangómez,C,6-11,250,1994-05-27,ES,4,
8,14,Brandon Ingram,SF,6-8,190,1997-09-02,US,4,Duke
9,4,Wes Iwundu,SF,6-6,195,1994-12-20,US,3,Kansas State
10,16,James Johnson,PF,6-7,240,1987-02-20,US,11,Wake Forest
11,13,Kira Lewis Jr.,PG,6-1,170,2001-04-06,US,R,Alabama
12,0,Didi Louzada,SF,6-5,188,1999-02-07,BR,R,
13,25,Will Magnay,C,6-10,234,1998-06-10,AU,R,Tulsa
14,8,Naji Marshall,SF,6-7,220,1998-01-24,US,R,Xavier
15,20,Nicolò Melli,PF,6-9,236,1991-01-26,IT,1,
16,21,James Nunnally,SF,6-7,208,1990-07-14,US,2,UC Santa Barbara
17,4,J.J. Redick,SG,6-3,200,1984-06-24,US,14,Duke
18,24,Isaiah Thomas,PG,5-9,185,1989-02-07,US,9,Washington
19,15,Sindarius Thornwell,SG,6-4,215,1994-11-15,US,3,South Carolina
20,1,Zion Williamson,PF,6-6,284,2000-07-06,US,1,Duke
