,DATE,YEAR,MONTH,DAY,START_ET,HOME,OPPONENT,OUTCOME,OVERTIME,POINTS_SCORED,OPPONENT_POINTS,CUMULATIVE_W,CUMULATIVE_L,STREAK
0,"Wed, Dec 23, 2020",2020,12,23,7:30p,False,TOR,W,False,113,99,1,0,W 1
1,"Fri, Dec 25, 2020",2020,12,25,12:00p,False,MIA,L,False,98,111,1,1,L 1
2,"Sun, Dec 27, 2020",2020,12,27,7:00p,True,SAS,W,False,98,95,2,1,W 1
3,"Tue, Dec 29, 2020",2020,12,29,10:00p,False,PHO,L,False,86,111,2,2,L 1
4,"Thu, Dec 31, 2020",2020,12,31,8:00p,False,OKC,W,False,113,80,3,2,W 1
5,"Sat, Jan 2, 2021",2021,1,2,7:30p,True,TOR,W,False,120,116,4,2,W 2
6,"Mon, Jan 4, 2021",2021,1,4,8:00p,True,IND,L,True,116,118,4,3,L 1
7,"Wed, Jan 6, 2021",2021,1,6,8:00p,True,OKC,L,False,110,111,4,4,L 2
8,"Fri, Jan 8, 2021",2021,1,8,7:30p,True,CHO,L,False,110,118,4,5,L 3
9,"Wed, Jan 13, 2021",2021,1,13,10:00p,False,LAC,L,False,106,111,4,6,L 4
10,"Fri, Jan 15, 2021",2021,1,15,10:00p,False,LAL,L,False,95,112,4,7,L 5
11,"Sun, Jan 17, 2021",2021,1,17,9:00p,False,SAC,W,False,128,123,5,7,W 1
12,"Tue, Jan 19, 2021",2021,1,19,9:00p,False,UTA,L,False,102,118,5,8,L 1
13,"Thu, Jan 21, 2021",2021,1,21,10:00p,False,UTA,L,False,118,129,5,9,L 2
14,"Sat, Jan 23, 2021",2021,1,23,8:00p,False,MIN,L,False,110,120,5,10,L 3
15,"Wed, Jan 27, 2021",2021,1,27,9:00p,True,WAS,W,False,124,106,6,10,W 1
16,"Fri, Jan 29, 2021",2021,1,29,7:30p,True,MIL,W,False,131,126,7,10,W 2
17,"Sat, Jan 30, 2021",2021,1,30,8:00p,True,HOU,L,False,112,126,7,11,L 1
18,"Mon, Feb 1, 2021",2021,2,1,8:00p,True,SAC,L,False,109,118,7,12,L 2
19,"Wed, Feb 3, 2021",2021,2,3,9:30p,True,PHO,W,False,123,101,8,12,W 1
21,"Fri, Feb 5, 2021",2021,2,5,7:00p,False,IND,W,False,114,113,9,12,W 2
22,"Sat, Feb 6, 2021",2021,2,6,9:00p,True,MEM,W,False,118,109,10,12,W 3
23,"Tue, Feb 9, 2021",2021,2,9,7:30p,True,HOU,W,False,130,101,11,12,W 4
24,"Wed, Feb 10, 2021",2021,2,10,9:00p,False,CHI,L,False,116,129,11,13,L 1
25,"Fri, Feb 12, 2021",2021,2,12,7:30p,False,DAL,L,False,130,143,11,14,L 2
26,"Sun, Feb 14, 2021",2021,2,14,7:00p,False,DET,L,False,112,123,11,15,L 3
27,"Tue, Feb 16, 2021",2021,2,16,8:00p,False,MEM,W,False,144,113,12,15,W 1
28,"Wed, Feb 17, 2021",2021,2,17,9:00p,True,POR,L,False,124,126,12,16,L 1
29,"Fri, Feb 19, 2021",2021,2,19,8:00p,True,PHO,L,False,114,132,12,17,L 2
30,"Sun, Feb 21, 2021",2021,2,21,3:30p,True,BOS,W,True,120,115,13,17,W 1
31,"Wed, Feb 24, 2021",2021,2,24,8:00p,True,DET,W,False,128,118,14,17,W 2
32,"Thu, Feb 25, 2021",2021,2,25,9:30p,False,MIL,L,False,125,129,14,18,L 1
33,"Sat, Feb 27, 2021",2021,2,27,8:00p,False,SAS,L,False,114,117,14,19,L 2
34,"Mon, Mar 1, 2021",2021,3,1,8:00p,True,UTA,W,False,129,124,15,19,W 1
35,"Wed, Mar 3, 2021",2021,3,3,8:00p,True,CHI,L,False,124,128,15,20,L 1
36,"Thu, Mar 4, 2021",2021,3,4,8:30p,True,MIA,L,False,93,103,15,21,L 2
37,"Thu, Mar 11, 2021",2021,3,11,8:00p,True,MIN,L,False,105,135,15,22,L 3
38,"Fri, Mar 12, 2021",2021,3,12,8:00p,True,CLE,W,False,116,82,16,22,W 1
39,"Sun, Mar 14, 2021",2021,3,14,9:00p,True,LAC,W,False,135,115,17,22,W 2
40,"Tue, Mar 16, 2021",2021,3,16,10:00p,False,POR,L,False,124,125,17,23,L 1
42,"Thu, Mar 18, 2021",2021,3,18,10:00p,False,POR,L,False,93,101,17,24,L 2
43,"Sun, Mar 21, 2021",2021,3,21,3:00p,False,DEN,W,False,113,108,18,24,W 1
44,"Tue, Mar 23, 2021",2021,3,23,7:30p,True,LAL,W,False,128,111,19,24,W 2
