,TEAM,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Attend./G,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,opp_G,opp_MP,opp_FG,opp_FGA,opp_FG%,opp_3P,opp_3PA,opp_3P%,opp_2P,opp_2PA,opp_2P%,opp_FT,opp_FTA,opp_FT%,opp_ORB,opp_DRB,opp_TRB,opp_AST,opp_STL,opp_BLK,opp_TOV,opp_PF,opp_PTS
0,BOS_2022,26.1,51.0,31.0,59,23,7.28,-0.26,7.02,114.4,106.9,7.5,96.6,0.239,0.425,0.578,0.542,12.4,24.0,0.195,0.502,12.5,77.3,0.183,19156,82,19730,41.7,88.5,0.471,14.9,41.4,0.36,26.7,47.1,0.568,18.4,24.0,0.767,11.1,36.5,47.6,23.0,7.4,5.0,14.4,19.4,116.7,82,19905,39.2,90.1,0.434,12.1,35.7,0.339,27.1,54.4,0.497,16.5,21.1,0.783,10.7,34.0,44.7,22.1,7.7,4.7,14.1,19.9,106.9
1,PHO_2022,27.5,64.0,18.0,59,23,7.5,-0.56,6.94,114.8,107.3,7.5,99.8,0.221,0.354,0.581,0.549,11.6,22.3,0.176,0.51,13.0,77.1,0.195,16175,82,19705,42.4,90.3,0.47,13.2,35.2,0.374,29.2,55.1,0.531,18.5,22.8,0.812,10.3,34.7,45.0,25.2,7.3,4.3,12.1,19.1,116.5,82,19730,38.4,87.7,0.438,12.4,36.4,0.339,26.1,51.3,0.509,17.6,23.2,0.759,9.8,33.4,43.2,23.2,8.0,3.9,14.7,18.2,106.9
2,UTA_2022,29.3,49.0,33.0,56,26,6.04,-0.37,5.67,116.7,110.5,6.2,97.1,0.271,0.468,0.589,0.555,12.7,25.4,0.208,0.521,10.9,78.3,0.164,18306,82,19755,41.7,89.1,0.468,14.0,38.3,0.366,27.7,50.8,0.544,17.7,22.9,0.776,10.2,36.3,46.6,23.8,7.6,4.0,13.4,18.2,115.1,82,19730,39.2,88.3,0.444,11.6,34.2,0.34,27.6,54.1,0.51,17.3,22.7,0.761,10.5,33.9,44.5,22.9,7.5,4.0,14.7,18.9,107.3
3,MEM_2022,24.0,56.0,26.0,55,27,5.68,-0.32,5.37,114.6,109.0,5.6,100.3,0.245,0.346,0.553,0.522,11.2,30.0,0.18,0.523,13.3,77.8,0.195,15775,82,19730,43.7,90.1,0.485,11.6,31.9,0.364,32.1,58.2,0.551,15.9,19.9,0.797,9.8,35.5,45.3,27.4,8.6,4.4,12.9,19.9,114.8,82,19780,40.0,87.9,0.455,11.9,34.2,0.349,28.0,53.7,0.522,17.1,22.2,0.771,9.9,32.7,42.7,24.8,7.1,6.0,14.9,19.7,109.0
4,GSW_2022,27.6,53.0,29.0,55,27,5.54,-0.02,5.52,112.5,106.9,5.6,98.4,0.235,0.456,0.582,0.552,13.5,22.8,0.181,0.509,13.0,78.7,0.201,18064,82,19780,43.2,93.6,0.461,11.4,32.4,0.353,31.8,61.2,0.519,16.8,23.0,0.734,14.0,34.7,48.8,25.8,9.7,6.4,13.1,19.6,114.6,82,19855,38.8,86.8,0.447,13.4,39.5,0.339,25.4,47.2,0.537,18.1,23.2,0.779,9.9,33.2,43.0,24.0,7.7,4.2,15.5,21.2,109.1
5,MIA_2022,28.2,53.0,29.0,53,29,4.45,-0.22,4.23,113.7,109.1,4.6,95.9,0.252,0.422,0.584,0.547,13.4,23.5,0.204,0.524,13.8,78.0,0.209,19628,82,19805,42.3,87.7,0.483,12.9,36.5,0.353,29.4,51.2,0.575,17.0,21.4,0.795,9.3,35.5,44.8,28.2,7.3,3.8,14.7,20.3,114.5,82,19755,40.7,89.2,0.457,11.4,33.6,0.34,29.3,55.6,0.527,16.5,21.5,0.767,9.9,35.7,45.6,24.5,7.3,3.8,13.7,21.0,109.4
6,DAL_2022,26.7,52.0,30.0,50,32,3.3,-0.18,3.12,112.8,109.4,3.4,95.4,0.249,0.439,0.572,0.538,11.7,21.3,0.192,0.521,12.2,78.0,0.185,19708,82,19905,41.7,89.5,0.466,13.5,38.0,0.356,28.2,51.5,0.547,17.4,21.4,0.816,10.8,36.4,47.2,25.4,7.4,6.0,14.0,19.0,114.4,82,19730,41.0,90.5,0.452,12.1,34.4,0.353,28.8,56.1,0.514,15.6,20.1,0.774,10.9,33.6,44.5,25.0,8.7,4.8,13.9,20.7,109.7
7,MIL_2022,28.5,51.0,31.0,49,33,3.35,-0.14,3.22,115.1,111.8,3.3,99.9,0.257,0.43,0.58,0.546,11.9,23.0,0.199,0.536,11.6,78.6,0.165,17453,82,19780,41.0,89.7,0.457,14.6,40.7,0.358,26.5,49.0,0.54,17.7,22.8,0.778,11.1,32.5,43.5,25.3,8.7,5.5,14.1,21.5,114.3,82,19780,41.4,92.0,0.45,11.9,34.4,0.345,29.5,57.6,0.513,15.4,19.9,0.775,12.2,35.7,47.9,24.5,7.8,4.2,13.8,18.8,110.1
8,PHI_2022,26.8,51.0,31.0,48,34,2.61,-0.04,2.57,113.5,110.8,2.7,96.2,0.282,0.376,0.578,0.534,11.6,20.1,0.232,0.524,12.1,76.8,0.192,20655,82,19880,42.3,90.5,0.468,13.8,37.8,0.365,28.5,52.7,0.542,15.7,21.2,0.74,10.7,33.4,44.1,27.8,8.5,4.9,13.1,19.7,114.1,82,19730,41.5,91.7,0.453,12.4,35.5,0.35,29.1,56.1,0.518,15.0,19.8,0.758,10.1,32.6,42.7,24.0,8.0,4.4,12.3,20.8,110.5
9,MIN_2022,24.2,46.0,36.0,48,34,2.63,-0.1,2.53,114.3,111.7,2.6,100.9,0.254,0.454,0.573,0.539,12.4,24.4,0.198,0.535,14.2,74.9,0.227,16028,82,19855,40.9,87.6,0.467,14.0,37.0,0.379,26.9,50.6,0.531,17.8,22.1,0.808,10.2,35.0,45.2,26.3,7.6,3.3,15.0,21.2,113.7,82,19855,40.2,87.1,0.462,12.8,36.0,0.354,27.5,51.1,0.538,17.3,21.9,0.789,10.7,34.8,45.5,26.1,6.9,5.2,16.3,19.7,110.5
