,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,22,Franz Wagner,SF,6-9,225,2001-08-27,DE,1,Michigan
1,5,Paolo Banchero,PF,6-10,250,2002-11-12,US,R,Duke
2,10,Bol Bol,PF,7-2,220,1999-11-16,SD,3,Oregon
3,20,Markelle Fultz,PG,6-3,209,1998-05-29,US,5,Washington
4,50,Cole Anthony,PG,6-2,185,2000-05-15,US,2,UNC
5,34,Wendell Carter Jr.,C,6-10,270,1999-04-16,US,4,Duke
6,21,Moritz Wagner,C,6-11,245,1997-04-26,DE,4,Michigan
7,4,Jalen Suggs,PG,6-4,205,2001-06-03,US,1,Gonzaga
8,2,Caleb Houstan,SF,6-8,205,2003-01-09,CA,R,Michigan
9,14,Gary Harris,SG,6-4,210,1994-09-14,US,8,Michigan State
10,25,Admiral Schofield,PF,6-5,241,1997-03-30,GB,2,Tennessee
11,7,Kevon Harris (TW),SG,6-6,216,1997-06-24,US,R,Stephen F. Austin
12,3,Chuma Okeke,SF,6-6,229,1998-08-18,US,2,Auburn
13,35,Goga Bitadze,C,6-11,250,1999-07-20,GE,3,
14,1,Jonathan Isaac,PF,6-11,230,1997-10-03,US,3,Florida State
15,11,Michael Carter-Williams,PG,6-5,190,1991-10-10,US,8,Syracuse
16,0,Jay Scrubb (TW),SG,6-5,220,2000-09-01,US,2,John A. Logan College
