,DATE,YEAR,MONTH,DAY,START_ET,HOME,OPPONENT,OUTCOME,OVERTIME,POINTS_SCORED,OPPONENT_POINTS,CUMULATIVE_W,CUMULATIVE_L,STREAK
0,"Mon, Aug 17, 2020",2020,8,17,9:00p,True,DAL,W,False,118,110,1,0,W 1
1,"Wed, Aug 19, 2020",2020,8,19,9:00p,True,DAL,L,False,114,127,1,1,L 1
2,"Fri, Aug 21, 2020",2020,8,21,9:00p,False,DAL,W,False,130,122,2,1,W 1
3,"Sun, Aug 23, 2020",2020,8,23,3:30p,False,DAL,L,True,133,135,2,2,L 1
4,"Tue, Aug 25, 2020",2020,8,25,9:00p,True,DAL,W,False,154,111,3,2,W 1
5,"Sun, Aug 30, 2020",2020,8,30,3:30p,False,DAL,W,False,111,97,4,2,W 2
7,"Thu, Sep 3, 2020",2020,9,3,9:00p,True,DEN,W,False,120,97,5,2,W 3
8,"Sat, Sep 5, 2020",2020,9,5,9:00p,True,DEN,L,False,101,110,5,3,L 1
9,"Mon, Sep 7, 2020",2020,9,7,9:00p,False,DEN,W,False,113,107,6,3,W 1
10,"Wed, Sep 9, 2020",2020,9,9,9:00p,False,DEN,W,False,96,85,7,3,W 2
11,"Fri, Sep 11, 2020",2020,9,11,6:30p,True,DEN,L,False,105,111,7,4,L 1
12,"Sun, Sep 13, 2020",2020,9,13,1:00p,False,DEN,L,False,98,111,7,5,L 2
13,"Tue, Sep 15, 2020",2020,9,15,9:00p,True,DEN,L,False,89,104,7,6,L 3
