,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,22,Deandre Ayton,C,6-11,250,1998-07-23,BS,3,Arizona
1,30,Paris Bass,SF,6-8,200,1995-08-29,US,R,Detroit Mercy
2,18,Bismack Biyombo,C,6-8,255,1992-08-28,CD,10,
3,1,Devin Booker,SG,6-5,206,1996-10-30,US,6,Kentucky
4,25,Mikal Bridges,SF,6-6,209,1996-08-30,US,3,Villanova
5,0,Torrey Craig,SF,6-7,221,1990-12-19,US,4,USC Upstate
6,99,Jae Crowder,PF,6-6,235,1990-07-06,US,9,Marquette
7,4,Aaron Holiday,PG,6-0,185,1996-09-30,US,3,UCLA
8,35,Chandler Hutchison,SF,6-6,210,1996-04-26,US,3,Boise State
9,45,Justin Jackson,SF,6-8,220,1995-03-28,US,4,UNC
10,23,Cameron Johnson,PF,6-8,210,1996-03-03,US,2,"Pitt, UNC"
11,8,Frank Kaminsky,C,7-0,240,1993-04-04,US,6,Wisconsin
12,19,Gabriel Lundberg,SG,6-4,203,1994-12-04,DK,R,
13,0,JaVale McGee,C,7-0,270,1988-01-19,US,13,Nevada
14,11,Abdel Nader,SF,6-5,225,1993-09-25,EG,4,"Northern Illinois, Iowa State"
15,3,Chris Paul,PG,6-0,175,1985-05-06,US,16,Wake Forest
16,15,Cameron Payne,PG,6-1,183,1994-08-08,US,6,Murray State
17,2,Elfrid Payton,PG,6-3,195,1994-02-22,US,7,Louisiana
18,14,Landry Shamet,SG,6-4,190,1997-03-13,US,3,Wichita State
19,10,Jalen Smith,PF,6-10,215,2000-03-16,US,1,Maryland
20,26,Emanuel Terry,PF,6-9,220,1996-08-21,US,1,Lincoln Memorial
21,12,Ish Wainright,PF,6-6,250,1994-09-12,US,R,Baylor
22,21,M.J. Walker,SG,6-5,213,1998-03-28,US,R,Florida State
