,TEAM,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Attend./G,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,opp_G,opp_MP,opp_FG,opp_FGA,opp_FG%,opp_3P,opp_3PA,opp_3P%,opp_2P,opp_2PA,opp_2P%,opp_FT,opp_FTA,opp_FT%,opp_ORB,opp_DRB,opp_TRB,opp_AST,opp_STL,opp_BLK,opp_TOV,opp_PF,opp_PTS
0,SEA_1993,27.7,55.0,27.0,59,23,7.07,-0.42,6.66,112.3,104.9,7.4,96.0,0.316,0.085,0.546,0.502,13.5,35.5,0.241,0.489,16.4,67.7,0.26,,82,19730,42.6,86.5,0.493,4.9,13.3,0.363,37.7,73.1,0.516,23.3,30.9,0.753,13.9,30.6,44.5,25.4,9.2,5.5,16.6,21.2,113.3,82,19930,36.0,84.4,0.426,2.9,9.6,0.305,33.0,74.8,0.442,24.8,32.9,0.755,13.1,29.6,42.8,21.1,8.4,4.9,17.3,25.6,99.7
1,CHI_1993,28.1,57.0,25.0,58,24,6.29,-0.1,6.19,112.9,106.1,6.8,92.5,0.271,0.093,0.535,0.499,12.0,36.3,0.199,0.493,15.4,68.7,0.239,,82,19830,45.5,94.3,0.482,3.2,8.8,0.365,42.3,85.5,0.494,18.7,25.5,0.733,16.9,29.9,46.8,27.9,10.2,5.4,14.4,23.6,112.9,82,19780,39.7,84.7,0.469,3.4,10.2,0.337,36.3,74.5,0.487,22.1,29.0,0.759,13.6,28.1,41.6,23.2,8.3,5.1,19.2,23.4,104.9
2,CLE_1993,28.8,54.0,28.0,58,24,6.45,-0.15,6.3,112.7,106.0,6.7,94.8,0.308,0.108,0.565,0.518,12.5,28.1,0.247,0.482,13.1,69.1,0.185,,82,19830,43.7,87.9,0.497,3.6,9.5,0.381,40.1,78.4,0.511,21.7,27.0,0.802,11.9,31.9,43.7,30.0,7.9,6.8,14.3,20.2,112.7,82,19905,40.6,86.7,0.468,3.4,9.9,0.342,37.2,76.8,0.485,20.6,27.1,0.76,12.4,30.8,43.2,25.1,7.9,5.5,17.1,25.4,105.2
3,PHO_1993,28.2,62.0,20.0,57,25,6.66,-0.39,6.27,113.3,106.7,6.6,99.8,0.358,0.154,0.566,0.521,14.2,33.0,0.27,0.496,13.9,69.2,0.206,,82,19780,43.9,90.2,0.486,2.8,7.7,0.357,41.1,82.5,0.498,21.7,28.5,0.761,15.4,28.5,43.9,24.1,11.9,5.2,16.0,24.9,112.3,82,19780,41.8,91.6,0.457,3.1,9.4,0.332,38.7,82.2,0.471,18.4,24.1,0.763,15.0,29.5,44.5,25.3,9.2,4.2,15.8,23.0,105.2
4,NYK_1993,28.3,60.0,22.0,58,24,6.16,-0.29,5.87,106.1,99.7,6.4,94.5,0.336,0.088,0.526,0.479,14.1,33.1,0.249,0.444,14.9,72.1,0.294,,82,19755,42.7,88.9,0.48,3.3,10.0,0.326,39.4,78.9,0.5,23.3,30.4,0.766,15.4,31.1,46.5,27.1,7.8,5.1,15.9,25.9,111.9,82,19780,40.8,87.8,0.465,2.5,7.8,0.325,38.3,79.9,0.479,21.0,28.4,0.741,13.9,29.6,43.6,22.6,9.9,5.3,16.5,23.8,105.2
5,HOU_1993,27.4,55.0,27.0,53,29,4.23,-0.66,3.57,109.6,105.2,4.4,94.4,0.31,0.159,0.557,0.515,14.5,30.0,0.235,0.474,13.4,68.5,0.201,,82,19755,42.0,85.9,0.489,1.6,5.2,0.314,40.3,80.7,0.5,24.0,31.3,0.766,13.1,31.0,44.1,27.4,9.4,4.3,16.0,24.7,109.6,82,19830,43.0,92.3,0.466,2.9,8.9,0.329,40.1,83.4,0.481,17.0,22.2,0.766,14.2,30.4,44.6,26.9,7.8,4.7,15.4,23.3,106.0
6,POR_1993,28.2,51.0,31.0,49,33,3.11,-0.19,2.92,108.3,105.2,3.1,99.1,0.347,0.115,0.526,0.476,12.6,32.7,0.259,0.488,14.8,71.0,0.237,12888.0,82,19855,41.9,85.7,0.49,3.0,8.8,0.341,39.0,76.9,0.507,22.7,29.7,0.765,11.6,32.2,43.8,25.5,7.4,6.5,15.5,23.4,109.6,82,19830,41.1,86.7,0.474,3.2,9.0,0.361,37.8,77.7,0.487,20.7,26.6,0.779,13.6,29.6,43.2,25.1,7.8,4.7,18.0,22.7,106.1
7,SAS_1993,27.5,49.0,33.0,48,34,2.67,-0.46,2.21,109.6,106.8,2.8,95.4,0.347,0.102,0.555,0.507,13.6,27.8,0.265,0.477,12.3,70.1,0.221,,82,19780,42.2,86.7,0.486,5.0,13.8,0.361,37.2,72.9,0.51,20.4,26.9,0.758,12.7,32.5,45.2,27.2,8.8,7.0,16.6,21.8,109.6,82,19830,40.3,87.5,0.461,2.7,7.8,0.343,37.6,79.6,0.472,23.0,30.5,0.754,14.1,30.4,44.4,22.9,9.1,6.1,16.3,24.0,106.3
8,UTA_1993,29.3,47.0,35.0,47,35,2.17,-0.43,1.74,109.6,107.4,2.2,96.5,0.365,0.061,0.55,0.498,13.8,31.0,0.279,0.487,13.9,68.7,0.25,,82,19755,42.6,87.4,0.487,2.1,6.5,0.326,40.5,80.9,0.5,22.2,28.8,0.771,13.3,30.4,43.7,26.2,7.7,5.7,16.1,21.7,109.5,82,19730,42.7,89.1,0.479,3.0,9.1,0.333,39.6,79.9,0.496,18.3,25.3,0.723,13.6,28.2,41.9,25.7,8.6,6.2,16.2,24.9,106.7
9,IND_1993,26.8,41.0,41.0,46,36,1.7,0.08,1.77,111.9,110.1,1.8,96.0,0.342,0.112,0.547,0.498,13.5,34.2,0.262,0.485,12.7,67.4,0.281,,82,19830,42.1,90.2,0.466,4.7,13.3,0.355,37.3,76.9,0.486,20.4,27.5,0.742,16.0,29.1,45.1,25.9,10.0,3.4,16.6,22.4,109.3,82,19855,41.7,90.9,0.458,3.4,9.5,0.361,38.3,81.5,0.47,20.1,26.0,0.772,13.7,30.3,44.0,24.1,8.3,4.7,14.3,25.3,106.8
