,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,21,LaMarcus Aldridge,C,6-11,250,1985-07-19,US,15,Texas
1,95,DeAndre' Bembry,SF,6-5,210,1994-07-04,US,5,Saint Joseph's
2,1,Bruce Brown,SF,6-4,202,1996-08-15,US,3,Miami (FL)
3,0,Jevon Carter,PG,6-1,200,1995-09-14,US,3,West Virginia
4,33,Nic Claxton,C,6-11,215,1999-04-17,US,2,Georgia
5,30,Seth Curry,SG,6-2,185,1990-08-23,US,7,"Liberty, Duke"
6,9,Goran Dragić,PG,6-3,190,1986-05-06,SI,13,
7,"0, 4",Andre Drummond,C,6-10,279,1993-08-10,US,9,UConn
8,6,David Duke Jr.,PG,6-5,205,1999-10-13,US,R,Providence
9,7,Kevin Durant,PF,6-10,240,1988-09-29,US,13,Texas
10,14,Kessler Edwards,SF,6-8,215,2000-08-09,US,R,Pepperdine
11,10,James Ennis III,SF,6-6,215,1990-07-01,US,7,Cal State Long Beach
12,34,Wenyen Gabriel,PF,6-9,205,1997-03-26,SD,2,Kentucky
13,9,Langston Galloway,SG,6-1,200,1991-12-09,US,7,Saint Joseph's
14,2,Blake Griffin,C,6-9,250,1989-03-16,US,11,Oklahoma
15,13,James Harden,PG,6-5,220,1989-08-26,US,12,Arizona State
16,12,Joe Harris,SF,6-6,220,1991-09-06,US,7,Virginia
17,4,Shaquille Harrison,SG,6-4,190,1993-10-06,US,4,Tulsa
18,11,Kyrie Irving,PG,6-2,195,1992-03-23,AU,10,Duke
19,16,James Johnson,PF,6-7,240,1987-02-20,US,12,Wake Forest
20,8,Patty Mills,SG,6-1,180,1988-08-11,AU,12,Saint Mary's
21,31,Paul Millsap,C,6-7,257,1985-02-10,US,15,Louisiana Tech
22,20,Day'Ron Sharpe,PF,6-11,265,2001-11-06,US,R,UNC
23,24,Cam Thomas,SG,6-4,210,2001-10-13,JP,R,LSU
