,TEAM,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Attend./G,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,opp_G,opp_MP,opp_FG,opp_FGA,opp_FG%,opp_3P,opp_3PA,opp_3P%,opp_2P,opp_2PA,opp_2P%,opp_FT,opp_FTA,opp_FT%,opp_ORB,opp_DRB,opp_TRB,opp_AST,opp_STL,opp_BLK,opp_TOV,opp_PF,opp_PTS
0,UTA_1995,29.6,60.0,22.0,61,21,7.99,-0.23,7.76,114.3,105.7,8.6,92.6,0.392,0.126,0.587,0.535,14.8,29.1,0.306,0.496,15.5,72.5,0.292,,82,19930,43.8,87.4,0.502,6.6,17.9,0.37,37.2,69.5,0.535,20.9,31.2,0.669,14.5,31.1,45.7,28.9,8.5,6.2,16.4,21.9,115.1,82,19780,37.3,85.3,0.437,5.3,15.5,0.341,32.0,69.8,0.458,24.0,32.6,0.736,13.6,30.8,44.4,21.1,8.5,4.3,16.8,25.4,103.8
1,SEA_1995,28.7,57.0,25.0,61,21,8.18,-0.27,7.91,114.8,106.3,8.5,95.5,0.38,0.194,0.575,0.527,14.1,32.6,0.288,0.492,16.1,68.7,0.278,17368.0,82,19830,42.0,85.5,0.491,6.2,16.5,0.376,35.7,68.9,0.519,24.6,32.5,0.758,13.5,29.6,43.2,26.8,11.6,5.0,16.4,26.2,114.8,82,19830,38.4,84.2,0.457,5.3,15.1,0.349,33.2,69.0,0.48,22.1,30.0,0.738,14.0,29.6,43.7,22.5,9.0,4.9,19.5,24.9,104.3
2,ORL_1995,26.6,57.0,25.0,59,23,7.06,-0.62,6.44,115.1,107.8,7.3,95.1,0.357,0.205,0.569,0.539,14.0,34.0,0.239,0.49,13.3,68.4,0.22,,82,19830,42.3,87.9,0.482,7.4,20.0,0.369,35.0,67.9,0.515,22.4,29.7,0.756,13.0,30.3,43.3,27.7,8.7,3.9,14.7,23.2,114.5,82,19930,39.8,86.4,0.461,5.6,15.7,0.357,34.2,70.6,0.484,19.4,25.6,0.757,12.1,31.9,44.0,25.7,7.9,6.1,17.2,25.1,104.6
3,SAS_1995,29.0,62.0,20.0,57,25,5.96,-0.06,5.9,111.7,105.4,6.3,94.6,0.372,0.173,0.562,0.516,13.8,30.9,0.275,0.485,13.0,72.3,0.214,33072.0,82,19780,42.5,83.0,0.512,3.9,10.5,0.376,38.5,72.5,0.531,25.4,32.5,0.781,11.4,31.6,43.0,29.6,9.9,5.1,16.9,26.8,114.3,82,19855,40.4,87.3,0.463,5.7,16.3,0.347,34.7,70.9,0.489,18.8,25.8,0.726,14.1,32.2,46.3,23.3,8.2,4.3,18.3,24.4,105.2
4,CHI_1995,28.1,47.0,35.0,54,28,4.83,-0.51,4.32,109.5,104.3,5.2,92.0,0.308,0.177,0.546,0.509,14.5,32.9,0.224,0.488,16.7,68.2,0.263,,82,19855,41.3,85.4,0.484,5.5,14.8,0.375,35.8,70.6,0.507,23.5,31.8,0.738,13.1,34.0,47.1,24.5,8.4,5.8,15.9,23.9,111.7,82,19855,40.5,89.1,0.454,5.4,16.0,0.341,35.0,73.1,0.479,19.1,26.7,0.714,13.0,29.4,42.4,24.0,8.1,5.2,15.1,26.4,105.4
5,PHO_1995,29.2,59.0,23.0,51,31,3.88,-0.02,3.86,114.5,110.4,4.1,95.9,0.338,0.227,0.567,0.524,12.7,29.7,0.255,0.515,14.0,69.8,0.228,,82,19705,41.8,92.6,0.451,6.0,16.4,0.365,35.8,76.2,0.469,20.2,29.0,0.697,17.6,31.7,49.3,24.0,8.7,6.1,15.7,26.3,109.7,82,19780,39.4,86.4,0.456,6.4,17.6,0.364,33.0,68.8,0.479,20.4,28.2,0.726,14.1,29.1,43.2,24.3,9.3,5.6,18.5,27.7,105.6
6,POR_1995,29.3,44.0,38.0,52,30,3.82,-0.02,3.8,109.7,105.7,4.0,93.8,0.313,0.177,0.521,0.483,13.0,37.1,0.218,0.491,14.8,73.5,0.277,12888.0,82,19730,40.8,85.0,0.48,8.3,22.7,0.368,32.5,62.3,0.521,19.7,26.3,0.749,11.4,31.5,42.9,26.6,9.3,6.6,17.1,22.1,109.7,82,19780,37.3,82.3,0.453,7.2,18.7,0.382,30.1,63.5,0.474,24.0,32.4,0.741,12.0,27.8,39.8,22.4,8.5,5.6,17.7,26.9,105.7
7,IND_1995,28.7,52.0,30.0,52,30,3.7,-0.34,3.35,109.6,105.6,4.0,90.0,0.383,0.158,0.557,0.507,15.5,32.8,0.287,0.493,15.8,68.6,0.237,14601.0,82,19805,40.5,85.6,0.474,7.4,18.7,0.397,33.1,66.8,0.495,21.1,27.1,0.777,11.1,31.8,42.9,27.5,8.2,5.3,16.3,22.4,109.6,82,19705,38.3,83.9,0.456,5.7,15.4,0.372,32.6,68.5,0.476,23.3,30.9,0.754,11.5,29.8,41.3,23.2,8.3,5.3,16.9,25.2,105.7
8,CHO_1995,28.0,50.0,32.0,50,32,3.28,-0.41,2.87,109.6,106.1,3.5,91.2,0.317,0.219,0.562,0.517,14.3,26.0,0.247,0.485,13.8,68.5,0.202,23698.0,82,19780,40.2,84.2,0.477,5.0,13.3,0.38,35.2,70.9,0.496,24.2,32.2,0.751,14.2,30.9,45.0,25.3,9.5,4.9,18.1,26.1,109.6,82,19805,41.0,90.5,0.454,5.7,17.1,0.333,35.3,73.3,0.482,18.3,24.7,0.74,14.6,31.4,46.1,25.2,7.1,4.9,16.2,24.7,106.1
9,NYK_1995,29.4,55.0,27.0,50,32,3.11,-0.33,2.78,107.2,103.8,3.4,91.2,0.331,0.226,0.55,0.508,15.1,28.6,0.243,0.468,14.4,70.8,0.281,19763.0,82,19830,42.0,88.2,0.476,5.8,15.6,0.373,36.1,72.6,0.498,19.7,27.2,0.726,14.5,30.2,44.7,25.9,10.5,4.6,17.1,25.8,109.5,82,19830,38.1,84.1,0.453,6.6,19.2,0.343,31.5,64.9,0.486,23.4,31.9,0.735,13.5,28.0,41.5,23.4,8.3,6.2,18.8,25.7,106.3
