,TEAM,PLAYOFF_WINS
0,CHI_1998,15.0
1,SAS_1998,4.0
2,IND_1998,10.0
3,UTA_1998,13.0
4,ATL_1998,1.0
5,LAL_1998,7.0
6,MIA_1998,2.0
7,NYK_1998,4.0
8,SEA_1998,4.0
9,POR_1998,1.0
10,MIN_1998,2.0
11,CHO_1998,4.0
12,HOU_1998,2.0
13,PHO_1998,1.0
14,NJN_1998,0.0
15,CLE_1998,1.0
