,DATE,YEAR,MONTH,DAY,START_ET,HOME,OPPONENT,OUTCOME,OVERTIME,POINTS_SCORED,OPPONENT_POINTS,CUMULATIVE_W,CUMULATIVE_L,STREAK
0,"Sun, Apr 17, 2022",2022,4,17,1:00p,True,ATL,W,False,115,91,1,0,W 1
1,"Tue, Apr 19, 2022",2022,4,19,7:30p,True,ATL,W,False,115,105,2,0,W 2
2,"Fri, Apr 22, 2022",2022,4,22,7:45p,False,ATL,L,False,110,111,2,1,L 1
3,"Sun, Apr 24, 2022",2022,4,24,7:00p,False,ATL,W,False,110,86,3,1,W 1
4,"Tue, Apr 26, 2022",2022,4,26,7:00p,True,ATL,W,False,97,94,4,1,W 2
6,"Mon, May 2, 2022",2022,5,2,7:30p,True,PHI,W,False,106,92,5,1,W 3
7,"Wed, May 4, 2022",2022,5,4,7:30p,True,PHI,W,False,119,103,6,1,W 4
8,"Fri, May 6, 2022",2022,5,6,7:00p,False,PHI,L,False,79,99,6,2,L 1
9,"Sun, May 8, 2022",2022,5,8,8:00p,False,PHI,L,False,108,116,6,3,L 2
10,"Tue, May 10, 2022",2022,5,10,7:30p,True,PHI,W,False,120,85,7,3,W 1
11,"Thu, May 12, 2022",2022,5,12,7:00p,False,PHI,W,False,99,90,8,3,W 2
13,"Tue, May 17, 2022",2022,5,17,8:30p,True,BOS,W,False,118,107,9,3,W 3
14,"Thu, May 19, 2022",2022,5,19,8:30p,True,BOS,L,False,102,127,9,4,L 1
15,"Sat, May 21, 2022",2022,5,21,8:30p,False,BOS,W,False,109,103,10,4,W 1
16,"Mon, May 23, 2022",2022,5,23,8:30p,False,BOS,L,False,82,102,10,5,L 1
17,"Wed, May 25, 2022",2022,5,25,8:30p,True,BOS,L,False,80,93,10,6,L 2
18,"Fri, May 27, 2022",2022,5,27,8:30p,False,BOS,W,False,111,103,11,6,W 1
19,"Sun, May 29, 2022",2022,5,29,8:30p,True,BOS,L,False,96,100,11,7,L 1
