,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,24,Kent Bazemore,SF,6-4,195,1989-07-01,US,4,Old Dominion
1,95,DeAndre' Bembry,SF,6-5,210,1994-07-04,US,R,Saint Joseph's
2,13,José Calderón,PG,6-3,200,1981-09-28,ES,11,
3,5,Malcolm Delaney,PG,6-3,190,1989-03-11,US,R,Virginia Tech
4,34,Mike Dunleavy,SF,6-9,230,1980-09-15,US,14,Duke
5,10,Tim Hardaway Jr.,SG,6-5,205,1992-03-16,US,3,Michigan
6,8,Dwight Howard,C,6-10,265,1985-12-08,US,12,
7,43,Kris Humphries,PF,6-9,235,1985-02-06,US,12,Minnesota
8,7,Ersan İlyasova,PF,6-9,235,1987-05-15,TR,8,
9,30,Ryan Kelly,PF,6-11,230,1991-04-09,US,3,Duke
10,26,Kyle Korver,SG,6-7,212,1981-03-17,US,13,Creighton
11,4,Paul Millsap,PF,6-7,257,1985-02-10,US,10,Louisiana Tech
12,31,Mike Muscala,C,6-10,240,1991-07-01,US,3,Bucknell
13,14,Gary Neal,SG,6-4,210,1984-10-03,US,6,"La Salle, Towson University"
14,13,Lamar Patterson,SG,6-5,225,1991-08-12,US,1,Pitt
15,12,Taurean Prince,SF,6-7,218,1994-03-22,US,R,Baylor
16,17,Dennis Schröder,PG,6-3,172,1993-09-15,DE,3,
17,32,Mike Scott,PF,6-7,237,1988-07-16,US,4,Virginia
18,25,Thabo Sefolosha,SF,6-6,215,1984-05-02,CH,10,
19,22,Edy Tavares,C,7-3,260,1992-03-22,CV,1,
