,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,5,Lavoy Allen,PF,6-9,260,1989-02-04,US,4,Temple
1,10,Chase Budinger,SF,6-7,209,1988-05-22,US,6,Arizona
2,25,Rakeem Christmas,PF,6-9,250,1991-12-01,US,R,Syracuse
3,11,Monta Ellis,SG,6-3,185,1985-10-26,US,10,
4,13,Paul George,SF,6-8,220,1990-05-02,US,5,Fresno State
5,3,George Hill,PG,6-4,188,1986-05-04,US,7,IUPUI
6,27,Jordan Hill,C,6-10,235,1987-07-27,US,6,Arizona
7,44,Solomon Hill,SF,6-6,226,1991-03-18,US,2,Arizona
8,10,Ty Lawson,PG,5-11,195,1987-11-03,US,6,UNC
9,28,Ian Mahinmi,C,6-11,262,1986-11-05,FR,7,
10,0,C.J. Miles,SF,6-6,220,1987-03-18,US,10,
11,40,Glenn Robinson III,SF,6-6,222,1994-01-08,US,1,Michigan
12,2,Rodney Stuckey,PG,6-5,210,1986-04-21,US,8,Eastern Washington
13,33,Myles Turner,C,6-11,250,1996-03-24,US,R,Texas
14,42,Shayne Whittington,PF,6-11,250,1991-03-27,US,1,Western Michigan
15,1,Joe Young,PG,6-2,180,1992-06-27,US,R,"Houston, Oregon"
