,DATE,YEAR,MONTH,DAY,START_ET,HOME,OPPONENT,OUTCOME,OVERTIME,POINTS_SCORED,OPPONENT_POINTS,CUMULATIVE_W,CUMULATIVE_L,STREAK
0,"Thu, Oct 18, 2018",2018,10,18,8:00p,False,PHI,L,False,108,127,0,1,L 1
1,"Sat, Oct 20, 2018",2018,10,20,8:00p,True,DET,L,False,116,118,0,2,L 2
2,"Mon, Oct 22, 2018",2018,10,22,8:30p,False,DAL,L,False,109,115,0,3,L 3
3,"Wed, Oct 24, 2018",2018,10,24,8:00p,True,CHO,W,False,112,110,1,3,W 1
4,"Fri, Oct 26, 2018",2018,10,26,7:00p,False,CHO,L,False,106,135,1,4,L 1
5,"Sat, Oct 27, 2018",2018,10,27,7:30p,False,ATL,W,False,97,85,2,4,W 1
6,"Mon, Oct 29, 2018",2018,10,29,8:00p,True,GSW,L,False,124,149,2,5,L 1
7,"Wed, Oct 31, 2018",2018,10,31,8:00p,True,DEN,L,True,107,108,2,6,L 2
8,"Fri, Nov 2, 2018",2018,11,2,8:00p,True,IND,L,False,105,107,2,7,L 3
9,"Sat, Nov 3, 2018",2018,11,3,8:00p,True,HOU,L,False,88,96,2,8,L 4
10,"Mon, Nov 5, 2018",2018,11,5,7:30p,False,NYK,W,True,116,115,3,8,W 1
11,"Wed, Nov 7, 2018",2018,11,7,8:00p,False,NOP,L,False,98,107,3,9,L 1
12,"Sat, Nov 10, 2018",2018,11,10,8:00p,True,CLE,W,False,99,98,4,9,W 1
13,"Mon, Nov 12, 2018",2018,11,12,8:00p,True,DAL,L,False,98,103,4,10,L 1
14,"Wed, Nov 14, 2018",2018,11,14,7:30p,False,BOS,L,False,82,111,4,11,L 2
15,"Fri, Nov 16, 2018",2018,11,16,9:30p,False,MIL,L,False,104,123,4,12,L 3
16,"Sat, Nov 17, 2018",2018,11,17,8:00p,True,TOR,L,False,83,122,4,13,L 4
17,"Wed, Nov 21, 2018",2018,11,21,8:00p,True,PHO,W,False,124,116,5,13,W 1
18,"Fri, Nov 23, 2018",2018,11,23,8:00p,True,MIA,L,False,96,103,5,14,L 1
19,"Sat, Nov 24, 2018",2018,11,24,8:00p,False,MIN,L,False,96,111,5,15,L 2
21,"Mon, Nov 26, 2018",2018,11,26,8:00p,True,SAS,L,False,107,108,5,16,L 3
22,"Wed, Nov 28, 2018",2018,11,28,8:00p,False,MIL,L,False,113,116,5,17,L 4
23,"Fri, Nov 30, 2018",2018,11,30,7:00p,False,DET,L,False,88,107,5,18,L 5
24,"Sat, Dec 1, 2018",2018,12,1,8:00p,False,HOU,L,False,105,121,5,19,L 6
25,"Tue, Dec 4, 2018",2018,12,4,7:00p,False,IND,L,False,90,96,5,20,L 7
26,"Fri, Dec 7, 2018",2018,12,7,8:00p,True,OKC,W,False,114,112,6,20,W 1
27,"Sat, Dec 8, 2018",2018,12,8,8:00p,True,BOS,L,False,77,133,6,21,L 1
28,"Mon, Dec 10, 2018",2018,12,10,8:00p,True,SAC,L,False,89,108,6,22,L 2
29,"Thu, Dec 13, 2018",2018,12,13,9:30p,False,ORL,L,False,91,97,6,23,L 3
30,"Sat, Dec 15, 2018",2018,12,15,8:30p,False,SAS,W,False,98,93,7,23,W 1
31,"Mon, Dec 17, 2018",2018,12,17,8:00p,False,OKC,L,False,96,121,7,24,L 1
32,"Wed, Dec 19, 2018",2018,12,19,8:00p,True,BRK,L,False,93,96,7,25,L 2
33,"Fri, Dec 21, 2018",2018,12,21,8:00p,True,ORL,W,False,90,80,8,25,W 1
34,"Sun, Dec 23, 2018",2018,12,23,6:00p,False,CLE,W,False,112,92,9,25,W 2
35,"Wed, Dec 26, 2018",2018,12,26,8:00p,True,MIN,L,False,94,119,9,26,L 1
36,"Fri, Dec 28, 2018",2018,12,28,7:00p,False,WAS,W,False,101,92,10,26,W 1
37,"Sun, Dec 30, 2018",2018,12,30,6:00p,False,TOR,L,False,89,95,10,27,L 1
38,"Wed, Jan 2, 2019",2019,1,2,8:00p,True,ORL,L,False,84,112,10,28,L 2
39,"Fri, Jan 4, 2019",2019,1,4,8:00p,True,IND,L,True,116,119,10,29,L 3
40,"Sun, Jan 6, 2019",2019,1,6,3:30p,True,BRK,L,False,100,117,10,30,L 4
42,"Wed, Jan 9, 2019",2019,1,9,10:00p,False,POR,L,False,112,124,10,31,L 5
43,"Fri, Jan 11, 2019",2019,1,11,10:30p,False,GSW,L,False,109,146,10,32,L 6
44,"Sat, Jan 12, 2019",2019,1,12,10:00p,False,UTA,L,False,102,110,10,33,L 7
45,"Tue, Jan 15, 2019",2019,1,15,10:30p,False,LAL,L,False,100,107,10,34,L 8
46,"Thu, Jan 17, 2019",2019,1,17,9:00p,False,DEN,L,False,105,135,10,35,L 9
47,"Sat, Jan 19, 2019",2019,1,19,8:00p,True,MIA,L,False,103,117,10,36,L 10
48,"Mon, Jan 21, 2019",2019,1,21,1:00p,False,CLE,W,False,104,88,11,36,W 1
49,"Wed, Jan 23, 2019",2019,1,23,8:00p,True,ATL,L,False,101,121,11,37,L 1
50,"Fri, Jan 25, 2019",2019,1,25,8:00p,True,LAC,L,False,101,106,11,38,L 2
51,"Sun, Jan 27, 2019",2019,1,27,3:30p,True,CLE,L,False,101,104,11,39,L 3
52,"Tue, Jan 29, 2019",2019,1,29,7:30p,False,BRK,L,False,117,122,11,40,L 4
53,"Wed, Jan 30, 2019",2019,1,30,7:30p,False,MIA,W,False,105,89,12,40,W 1
54,"Sat, Feb 2, 2019",2019,2,2,7:00p,False,CHO,L,False,118,125,12,41,L 1
55,"Wed, Feb 6, 2019",2019,2,6,8:00p,True,NOP,L,False,120,125,12,42,L 2
56,"Fri, Feb 8, 2019",2019,2,8,7:30p,False,BRK,W,False,125,106,13,42,W 1
57,"Sat, Feb 9, 2019",2019,2,9,8:00p,True,WAS,L,False,125,134,13,43,L 1
58,"Mon, Feb 11, 2019",2019,2,11,8:00p,True,MIL,L,False,99,112,13,44,L 2
59,"Wed, Feb 13, 2019",2019,2,13,8:00p,True,MEM,W,False,122,110,14,44,W 1
60,"Fri, Feb 22, 2019",2019,2,22,7:00p,False,ORL,W,False,110,109,15,44,W 2
61,"Sat, Feb 23, 2019",2019,2,23,8:00p,True,BOS,W,False,126,116,16,44,W 3
63,"Mon, Feb 25, 2019",2019,2,25,8:00p,True,MIL,L,False,106,117,16,45,L 1
64,"Wed, Feb 27, 2019",2019,2,27,8:00p,False,MEM,W,False,109,107,17,45,W 1
65,"Fri, Mar 1, 2019",2019,3,1,7:30p,False,ATL,W,True,168,161,18,45,W 2
