,DATE,YEAR,MONTH,DAY,START_ET,HOME,OPPONENT,OUTCOME,OVERTIME,POINTS_SCORED,OPPONENT_POINTS,CUMULATIVE_W,CUMULATIVE_L,STREAK
0,"Wed, Oct 17, 2018",2018,10,17,10:00p,False,SAC,W,False,123,117,1,0,W 1
1,"Fri, Oct 19, 2018",2018,10,19,10:30p,True,GSW,L,False,123,124,1,1,L 1
2,"Mon, Oct 22, 2018",2018,10,22,9:00p,True,MEM,L,False,84,92,1,2,L 2
3,"Wed, Oct 24, 2018",2018,10,24,8:00p,False,HOU,W,False,100,89,2,2,W 1
4,"Sat, Oct 27, 2018",2018,10,27,7:00p,False,NOP,W,False,132,111,3,2,W 2
5,"Sun, Oct 28, 2018",2018,10,28,7:00p,False,DAL,W,False,113,104,4,2,W 3
6,"Wed, Oct 31, 2018",2018,10,31,8:00p,False,MIN,L,False,125,128,4,3,L 1
7,"Fri, Nov 2, 2018",2018,11,2,9:00p,True,MEM,L,False,100,110,4,4,L 2
8,"Sat, Nov 3, 2018",2018,11,3,9:00p,False,DEN,L,False,88,103,4,5,L 3
9,"Mon, Nov 5, 2018",2018,11,5,9:00p,True,TOR,L,False,111,124,4,6,L 4
10,"Wed, Nov 7, 2018",2018,11,7,9:00p,True,DAL,W,False,117,102,5,6,W 1
11,"Fri, Nov 9, 2018",2018,11,9,9:30p,True,BOS,W,False,123,115,6,6,W 2
12,"Mon, Nov 12, 2018",2018,11,12,8:00p,False,MEM,W,False,96,88,7,6,W 3
13,"Wed, Nov 14, 2018",2018,11,14,8:30p,False,DAL,L,False,68,118,7,7,L 1
14,"Fri, Nov 16, 2018",2018,11,16,7:00p,False,PHI,L,False,107,113,7,8,L 2
15,"Sat, Nov 17, 2018",2018,11,17,7:30p,False,BOS,W,False,98,86,8,8,W 1
16,"Mon, Nov 19, 2018",2018,11,19,7:00p,False,IND,L,False,94,121,8,9,L 1
17,"Wed, Nov 21, 2018",2018,11,21,9:00p,True,SAC,L,False,110,119,8,10,L 2
18,"Fri, Nov 23, 2018",2018,11,23,10:30p,False,LAL,L,False,83,90,8,11,L 3
19,"Sun, Nov 25, 2018",2018,11,25,8:00p,False,SAC,W,False,133,112,9,11,W 1
21,"Mon, Nov 26, 2018",2018,11,26,9:00p,True,IND,L,False,88,121,9,12,L 1
22,"Wed, Nov 28, 2018",2018,11,28,7:30p,False,BRK,W,False,101,91,10,12,W 1
23,"Fri, Nov 30, 2018",2018,11,30,7:00p,False,CHO,W,False,119,111,11,12,W 2
24,"Sun, Dec 2, 2018",2018,12,2,6:00p,False,MIA,L,False,100,102,11,13,L 1
25,"Tue, Dec 4, 2018",2018,12,4,9:00p,True,SAS,W,False,139,105,12,13,W 1
