,TEAM,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Attend./G,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,opp_G,opp_MP,opp_FG,opp_FGA,opp_FG%,opp_3P,opp_3PA,opp_3P%,opp_2P,opp_2PA,opp_2P%,opp_FT,opp_FTA,opp_FT%,opp_ORB,opp_DRB,opp_TRB,opp_AST,opp_STL,opp_BLK,opp_TOV,opp_PF,opp_PTS
0,UTA_2021,28.5,52.0,20.0,55,17,9.25,-0.29,8.97,117.6,108.3,9.3,98.5,0.244,0.488,0.597,0.563,12.7,24.5,0.195,0.507,10.3,79.3,0.159,4203.0,72,17405,43.0,87.1,0.494,14.1,36.0,0.392,28.9,51.1,0.565,18.1,22.5,0.804,8.9,35.5,44.3,26.7,6.7,5.3,13.5,19.0,118.3,72,17455,39.9,86.7,0.46,11.4,32.3,0.352,28.5,54.3,0.524,15.9,20.6,0.776,8.8,33.3,42.2,24.7,8.3,4.6,15.3,21.3,107.1
1,LAC_2021,28.8,47.0,25.0,49,23,6.18,-0.16,6.02,117.6,111.2,6.4,96.9,0.222,0.4,0.599,0.564,12.2,22.7,0.186,0.531,11.9,79.1,0.186,386.0,72,17305,41.9,92.4,0.453,16.0,41.4,0.385,25.9,51.0,0.509,18.1,22.0,0.823,10.8,34.4,45.2,21.6,7.0,5.1,11.3,19.2,117.8,72,17430,39.2,86.6,0.453,11.9,32.9,0.36,27.4,53.7,0.51,17.3,22.7,0.764,9.7,33.0,42.7,23.4,7.2,4.6,15.5,20.9,107.6
2,PHO_2021,26.6,51.0,21.0,49,23,5.82,-0.15,5.67,117.2,111.3,5.9,97.2,0.212,0.392,0.597,0.564,11.5,20.8,0.177,0.534,12.4,78.5,0.194,2890.0,72,17355,41.7,89.0,0.468,16.9,43.5,0.389,24.8,45.6,0.544,17.3,21.7,0.799,10.7,38.0,48.8,23.9,6.7,5.2,14.4,18.7,117.6,72,17430,39.2,89.1,0.44,12.4,36.8,0.337,26.8,52.3,0.512,17.5,22.9,0.761,10.0,35.6,45.5,24.3,6.8,5.6,13.2,18.5,108.2
3,MIL_2021,28.1,46.0,26.0,48,24,5.89,-0.32,5.57,117.2,111.4,5.8,102.2,0.233,0.404,0.593,0.566,12.0,23.3,0.177,0.536,11.5,79.7,0.157,1799.0,72,17280,43.1,89.4,0.482,14.7,35.8,0.411,28.4,53.6,0.529,16.7,19.9,0.839,9.7,35.8,45.5,25.2,7.3,4.2,13.6,19.8,117.6,72,17355,41.3,92.4,0.447,11.0,32.2,0.341,30.3,60.2,0.504,14.7,19.1,0.768,9.9,33.1,43.1,22.5,7.8,4.0,11.6,19.2,108.3
4,PHI_2021,27.1,49.0,23.0,48,24,5.58,-0.31,5.28,113.2,107.6,5.6,99.5,0.293,0.347,0.579,0.541,12.8,23.2,0.225,0.521,13.8,78.2,0.2,1905.0,72,17330,43.6,89.6,0.487,14.1,36.2,0.389,29.6,53.4,0.554,15.8,20.9,0.76,10.0,36.9,46.9,24.9,7.9,4.5,13.5,16.9,117.2,72,17305,39.3,87.0,0.452,12.1,33.7,0.359,27.2,53.3,0.511,19.4,24.9,0.778,10.4,35.8,46.2,23.2,7.7,4.2,14.7,19.1,110.1
5,DEN_2021,26.1,47.0,25.0,47,25,4.93,-0.11,4.82,117.1,112.1,5.0,97.1,0.219,0.383,0.588,0.557,12.1,24.7,0.176,0.545,12.9,78.9,0.2,1516.0,72,17480,44.0,89.8,0.49,13.3,35.2,0.378,30.8,54.6,0.563,15.9,19.0,0.834,8.9,34.8,43.7,27.4,7.3,4.4,12.7,19.4,117.2,72,17405,40.6,87.7,0.462,12.7,34.7,0.367,27.8,53.0,0.525,17.2,21.8,0.788,9.7,34.5,44.2,25.1,7.6,5.2,14.7,18.1,111.0
6,BRK_2021,28.2,48.0,24.0,46,26,4.5,-0.27,4.24,118.3,113.8,4.5,99.5,0.258,0.413,0.61,0.575,12.2,21.4,0.208,0.531,11.1,77.3,0.187,847.0,72,17480,44.0,90.8,0.485,13.1,34.8,0.377,30.9,56.0,0.552,16.0,19.9,0.803,10.7,34.5,45.2,27.3,8.2,4.6,13.7,19.4,117.1,72,17380,40.2,87.7,0.459,14.7,40.2,0.365,25.6,47.5,0.538,16.0,20.5,0.782,9.8,34.4,44.1,26.5,7.7,4.1,15.5,20.2,111.2
7,LAL_2021,28.2,42.0,30.0,42,30,2.79,-0.03,2.77,109.9,107.1,2.8,98.7,0.271,0.363,0.569,0.536,13.6,22.5,0.2,0.526,13.7,79.7,0.184,648.0,72,17405,41.5,88.8,0.468,12.6,33.9,0.373,28.9,54.8,0.526,20.0,24.7,0.812,10.7,35.7,46.4,24.5,7.1,4.8,13.5,19.7,115.7,72,17280,41.4,89.2,0.464,11.9,33.5,0.356,29.4,55.6,0.529,16.6,21.3,0.777,9.4,33.1,42.5,23.6,7.3,4.4,13.3,18.7,111.2
8,DAL_2021,26.3,42.0,30.0,41,31,2.26,-0.01,2.26,115.4,113.0,2.4,97.3,0.242,0.436,0.582,0.55,11.1,21.1,0.189,0.534,11.5,77.8,0.197,2635.0,72,17305,42.2,89.6,0.47,14.2,39.1,0.362,28.0,50.5,0.554,16.9,21.7,0.778,9.4,35.1,44.5,23.5,6.4,4.4,12.4,19.9,115.4,72,17480,41.2,88.2,0.467,11.8,33.3,0.354,29.4,54.9,0.535,17.1,22.0,0.778,9.5,33.9,43.4,23.3,7.0,3.6,13.9,18.3,111.3
9,NYK_2021,25.6,41.0,31.0,41,31,2.31,-0.18,2.13,110.6,108.2,2.4,95.9,0.242,0.347,0.559,0.524,11.9,21.9,0.19,0.509,11.7,78.6,0.196,1170.0,72,17380,42.0,90.0,0.466,13.8,36.8,0.374,28.2,53.2,0.53,16.3,21.0,0.775,10.8,34.0,44.8,23.7,7.8,5.4,14.2,20.7,114.0,72,17330,41.4,90.6,0.456,14.5,37.6,0.384,26.9,53.0,0.507,14.3,18.3,0.78,9.4,33.0,42.4,24.4,6.9,4.7,12.8,17.9,111.4
10,ATL_2021,25.4,41.0,31.0,41,31,2.32,-0.18,2.14,115.7,113.3,2.4,97.6,0.278,0.382,0.581,0.539,11.9,24.4,0.226,0.53,11.1,77.8,0.19,1647.0,72,17305,42.5,88.5,0.481,12.1,33.3,0.364,30.4,55.2,0.551,16.4,22.0,0.745,9.3,32.0,41.3,25.5,7.5,5.0,13.4,19.4,113.6,72,17380,41.6,88.0,0.473,11.6,32.5,0.356,30.0,55.6,0.541,17.3,22.3,0.774,8.7,33.6,42.3,24.2,8.6,5.1,12.8,17.8,112.0
11,POR_2021,27.4,42.0,30.0,40,32,1.79,0.01,1.81,117.8,116.0,1.8,98.4,0.238,0.448,0.577,0.54,9.9,23.0,0.195,0.546,11.2,77.5,0.203,162.0,72,17430,42.1,88.2,0.477,10.5,30.1,0.348,31.6,58.1,0.544,18.8,25.8,0.729,11.6,35.3,47.0,25.8,7.5,4.3,14.5,17.8,113.5,72,17480,40.8,86.9,0.469,13.2,36.3,0.363,27.6,50.6,0.545,17.4,22.5,0.773,9.2,32.7,41.9,26.4,7.6,4.6,14.3,19.5,112.1
12,BOS_2021,25.1,36.0,36.0,39,33,1.46,-0.14,1.32,114.0,112.5,1.5,98.3,0.234,0.409,0.574,0.543,12.5,24.3,0.181,0.539,12.8,78.1,0.215,835.0,72,17430,41.2,86.6,0.476,11.2,30.0,0.374,30.0,56.6,0.531,19.5,25.4,0.767,10.0,34.9,44.9,23.6,9.1,6.2,14.4,20.1,113.2,72,17455,41.6,89.0,0.468,11.2,30.7,0.366,30.4,58.4,0.521,17.9,22.9,0.782,11.0,34.6,45.6,25.4,7.2,5.2,14.4,17.7,112.4
13,GSW_2021,26.7,39.0,33.0,38,34,1.06,0.04,1.1,111.1,110.1,1.0,102.2,0.239,0.439,0.583,0.551,13.3,17.9,0.188,0.522,13.1,76.6,0.223,929.0,72,17455,42.2,88.9,0.474,12.0,33.1,0.364,30.1,55.8,0.54,16.0,20.2,0.792,8.8,32.8,41.6,26.7,8.3,6.2,13.2,19.7,112.4,72,17380,40.4,87.0,0.464,13.0,34.8,0.374,27.4,52.3,0.524,18.7,23.8,0.785,9.5,33.5,43.0,24.3,7.5,4.7,14.3,19.5,112.5
14,MEM_2021,24.2,38.0,34.0,38,34,1.03,0.04,1.07,112.0,111.0,1.0,100.4,0.232,0.342,0.56,0.528,11.6,24.2,0.179,0.535,13.1,78.3,0.196,1707.0,72,17305,40.0,89.3,0.448,14.6,39.6,0.368,25.4,49.7,0.512,17.5,21.5,0.815,9.5,32.4,41.9,24.3,8.6,5.4,13.3,21.3,112.0,72,17305,39.3,85.3,0.461,14.0,36.9,0.379,25.3,48.4,0.523,19.9,25.0,0.799,10.1,36.1,46.2,26.2,6.7,5.6,16.2,19.6,112.5
15,MIA_2021,27.4,40.0,32.0,36,36,0.03,-0.09,-0.06,111.2,111.2,0.0,96.6,0.252,0.432,0.581,0.546,13.1,19.4,0.199,0.542,13.8,77.9,0.183,,72,17405,42.4,90.8,0.467,11.0,31.0,0.356,31.3,59.8,0.525,16.3,21.1,0.771,11.0,34.9,46.0,26.6,9.0,5.0,13.1,18.5,112.0,72,17430,41.9,88.1,0.476,11.5,31.8,0.362,30.4,56.3,0.541,17.2,22.6,0.76,10.1,34.8,44.9,25.1,8.1,5.9,14.1,20.7,112.5
16,IND_2021,26.5,34.0,38.0,36,36,-0.04,-0.08,-0.13,112.4,112.4,0.0,101.6,0.227,0.372,0.575,0.542,11.9,20.2,0.18,0.531,12.7,74.9,0.201,,72,17405,41.2,86.7,0.475,9.7,27.7,0.351,31.5,59.1,0.533,19.2,25.0,0.769,9.2,33.9,43.1,24.3,7.0,3.9,13.7,20.6,111.2,72,17355,41.8,89.3,0.468,14.7,40.1,0.366,27.2,49.2,0.552,14.5,19.5,0.745,10.8,35.0,45.8,27.4,8.2,4.9,14.9,18.9,112.8
17,NOP_2021,24.8,31.0,41.0,35,37,-0.29,0.1,-0.2,113.5,113.8,-0.3,100.1,0.293,0.342,0.57,0.537,12.7,26.3,0.214,0.55,11.9,80.0,0.186,2587.0,72,17380,40.4,86.2,0.468,13.3,37.2,0.358,27.0,48.9,0.553,17.2,21.7,0.79,8.3,34.4,42.7,27.1,8.1,4.1,14.5,19.5,111.2,72,17480,42.4,89.8,0.472,12.3,32.6,0.377,30.1,57.2,0.527,15.7,20.7,0.758,10.2,37.2,47.4,24.8,6.3,5.1,13.2,18.6,112.8
18,TOR_2021,26.6,27.0,45.0,35,37,-0.47,-0.07,-0.54,112.0,112.5,-0.5,99.2,0.241,0.444,0.567,0.529,11.9,20.8,0.196,0.543,14.4,76.3,0.234,723.0,72,17305,40.3,86.1,0.468,14.2,37.9,0.376,26.1,48.3,0.541,16.2,20.6,0.785,7.8,34.3,42.0,27.0,8.0,4.6,14.7,20.7,111.1,72,17305,41.1,89.3,0.46,13.2,36.2,0.365,27.9,53.2,0.525,17.6,23.1,0.764,10.0,35.1,45.1,23.2,7.5,3.8,12.9,20.6,113.0
19,CHI_2021,25.6,31.0,41.0,34,38,-0.89,-0.05,-0.94,111.1,112.0,-0.9,99.0,0.197,0.383,0.575,0.547,13.6,22.3,0.156,0.538,11.6,80.3,0.196,379.0,72,17380,42.3,89.0,0.476,12.6,34.1,0.37,29.7,54.9,0.542,13.9,17.5,0.791,9.7,35.5,45.1,26.9,6.7,4.2,15.2,19.0,111.1,72,17405,41.1,87.3,0.471,11.9,32.1,0.369,29.2,55.2,0.529,18.9,24.2,0.781,9.8,34.2,43.9,23.3,7.8,4.6,14.0,21.0,113.0
20,SAS_2021,26.2,33.0,39.0,32,40,-1.74,0.15,-1.58,111.0,112.8,-1.8,98.9,0.243,0.314,0.554,0.517,10.2,20.0,0.192,0.541,11.8,77.3,0.174,1696.0,72,17480,41.8,90.5,0.462,9.9,28.4,0.35,31.9,62.1,0.514,17.4,22.0,0.792,9.3,34.6,43.8,24.4,7.0,5.1,11.4,17.9,111.0,72,17405,42.0,90.7,0.463,12.1,34.8,0.349,29.9,55.9,0.534,17.2,21.5,0.803,10.2,33.2,43.4,24.8,7.9,5.1,12.5,20.1,113.3
21,WAS_2021,26.6,34.0,38.0,32,40,-1.83,-0.01,-1.85,111.2,113.0,-1.8,104.1,0.288,0.319,0.569,0.531,12.3,21.3,0.221,0.539,12.5,77.6,0.217,533.0,72,17355,40.4,89.0,0.455,13.9,37.5,0.369,26.6,51.5,0.517,16.1,21.2,0.761,10.7,33.6,44.3,27.2,7.9,4.8,15.0,18.3,110.9,72,17430,41.5,88.5,0.469,14.3,37.8,0.38,27.1,50.7,0.535,16.5,20.9,0.79,8.9,32.6,41.4,25.7,7.6,5.9,13.2,21.1,113.8
22,CHO_2021,24.6,33.0,39.0,32,40,-1.93,-0.01,-1.94,110.9,112.8,-1.9,98.3,0.238,0.422,0.564,0.532,13.3,23.5,0.181,0.55,13.2,75.7,0.163,1896.0,72,17430,40.7,89.3,0.456,12.2,31.0,0.392,28.6,58.3,0.49,17.0,21.6,0.784,10.0,36.7,46.6,22.1,7.3,5.2,13.4,21.1,110.6,72,17405,41.8,91.1,0.459,13.2,36.1,0.365,28.6,55.0,0.521,17.0,21.9,0.775,10.4,32.5,43.0,24.0,7.6,4.6,12.6,18.9,113.8
23,SAC_2021,25.6,31.0,41.0,28,44,-3.68,0.23,-3.45,113.6,117.2,-3.6,100.0,0.248,0.376,0.578,0.549,12.0,21.3,0.185,0.557,12.1,75.0,0.199,,72,17455,40.8,86.4,0.472,11.1,31.3,0.354,29.7,55.0,0.539,17.3,23.4,0.739,9.7,34.7,44.4,24.7,7.8,5.4,15.3,19.2,109.9,72,17355,42.8,90.4,0.473,13.4,36.8,0.364,29.4,53.6,0.548,15.1,19.5,0.773,10.0,36.5,46.5,25.4,8.9,5.2,12.9,18.3,114.0
24,DET_2021,24.5,20.0,52.0,26,46,-4.47,0.09,-4.38,108.0,112.5,-4.5,97.9,0.273,0.385,0.556,0.519,13.5,21.9,0.207,0.541,12.6,76.9,0.195,396.0,72,17405,39.8,88.8,0.448,12.8,36.7,0.349,27.0,52.1,0.518,17.2,22.6,0.761,10.3,32.2,42.5,25.0,8.6,5.4,13.9,20.4,109.5,72,17430,42.8,88.4,0.484,12.6,33.0,0.383,30.1,55.3,0.545,16.2,20.8,0.779,10.1,34.5,44.6,25.9,8.7,6.0,14.6,20.5,114.4
25,MIN_2021,23.2,23.0,49.0,24,48,-5.56,0.31,-5.25,109.5,115.0,-5.5,101.6,0.254,0.413,0.555,0.52,12.4,22.7,0.193,0.556,13.3,76.8,0.207,438.0,72,17430,39.2,86.7,0.452,11.7,33.3,0.351,27.5,53.4,0.515,18.0,23.7,0.759,9.8,33.5,43.3,24.5,7.5,5.2,15.1,20.8,108.0,72,17330,42.7,90.6,0.471,13.9,37.2,0.373,28.8,53.4,0.539,15.3,19.5,0.786,9.9,38.0,47.9,26.3,7.7,5.4,12.9,18.9,114.5
