,TEAM,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Attend./G,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,opp_G,opp_MP,opp_FG,opp_FGA,opp_FG%,opp_3P,opp_3PA,opp_3P%,opp_2P,opp_2PA,opp_2P%,opp_FT,opp_FTA,opp_FT%,opp_ORB,opp_DRB,opp_TRB,opp_AST,opp_STL,opp_BLK,opp_TOV,opp_PF,opp_PTS
0,CLE_2009,26.6,66.0,16.0,65,17,8.93,-0.25,8.68,112.4,102.4,10.0,88.7,0.312,0.259,0.56,0.519,12.5,27.7,0.236,0.468,13.5,74.6,0.226,20512,82,19830,42.2,90.7,0.465,8.3,21.7,0.383,33.8,69.0,0.49,21.2,27.8,0.765,14.8,33.0,47.8,23.3,7.7,5.6,14.7,23.3,113.9,82,19730,38.7,89.4,0.433,5.8,17.1,0.342,32.8,72.3,0.454,18.7,24.8,0.755,11.4,34.1,45.5,19.6,7.4,4.1,14.1,24.2,101.9
1,BOS_2009,27.8,62.0,20.0,61,21,7.51,-0.07,7.44,110.5,102.3,8.2,90.4,0.328,0.214,0.571,0.528,15.0,27.9,0.251,0.47,14.0,75.6,0.253,18624,82,19755,42.7,84.7,0.504,7.0,18.3,0.383,35.7,66.5,0.537,21.2,28.5,0.744,11.4,31.9,43.3,24.1,7.5,5.3,16.3,21.4,113.6,82,19880,36.9,85.7,0.431,6.8,19.4,0.349,30.1,66.3,0.454,21.7,28.2,0.771,11.1,30.0,41.2,20.7,7.8,5.2,16.0,24.3,102.3
2,LAL_2009,27.4,65.0,17.0,61,21,7.66,-0.55,7.11,112.8,104.7,8.1,94.3,0.299,0.217,0.555,0.513,12.3,29.4,0.23,0.49,14.2,73.0,0.213,18997,82,19780,42.6,89.8,0.474,7.0,19.5,0.361,35.5,70.3,0.505,20.7,26.9,0.77,13.1,33.3,46.3,24.5,9.2,5.4,14.2,21.8,112.8,82,19780,37.9,88.1,0.431,6.6,19.8,0.333,31.4,68.3,0.459,20.0,25.9,0.77,12.0,31.6,43.6,21.4,7.1,4.6,15.5,22.8,102.4
3,ORL_2009,27.3,59.0,23.0,59,23,6.7,-0.21,6.48,109.2,101.9,7.3,92.3,0.351,0.335,0.559,0.52,13.4,24.0,0.251,0.465,12.3,75.9,0.209,17043,82,19780,41.3,88.3,0.468,9.0,22.8,0.393,32.4,65.4,0.495,20.8,27.5,0.757,12.1,35.2,47.3,22.7,8.1,5.9,14.3,22.7,112.4,82,19805,40.2,90.5,0.444,6.2,17.4,0.357,34.0,73.0,0.465,17.4,23.2,0.749,11.7,32.2,44.0,21.8,7.9,5.8,13.6,22.7,104.0
4,POR_2009,24.0,54.0,28.0,56,26,5.34,-0.35,5.0,113.9,107.8,6.1,86.6,0.306,0.239,0.553,0.511,12.5,32.6,0.234,0.499,13.2,75.0,0.227,20524,82,19880,41.1,84.6,0.486,7.2,18.1,0.397,33.9,66.5,0.51,21.2,27.7,0.765,11.6,34.5,46.1,24.9,8.3,5.2,17.1,25.3,110.5,82,19905,40.5,89.6,0.453,6.1,16.1,0.379,34.5,73.5,0.469,17.1,22.3,0.769,10.2,35.1,45.2,20.2,7.2,4.8,13.1,20.6,104.3
5,HOU_2009,27.9,53.0,29.0,53,29,4.0,-0.27,3.73,108.4,104.0,4.4,90.2,0.292,0.254,0.548,0.501,13.6,26.4,0.235,0.479,11.9,75.3,0.192,17504,82,19805,41.4,89.7,0.462,7.6,21.6,0.35,33.9,68.1,0.498,20.1,24.5,0.819,12.0,34.4,46.4,23.6,7.8,5.7,13.8,21.2,110.5,82,19780,39.2,87.8,0.447,7.5,21.9,0.345,31.7,65.9,0.481,18.7,24.8,0.753,12.3,31.4,43.7,23.9,8.2,5.0,16.4,23.4,104.7
6,SAS_2009,30.4,54.0,28.0,52,30,3.76,-0.4,3.36,108.5,104.3,4.2,88.4,0.251,0.248,0.548,0.513,11.7,22.1,0.191,0.487,11.7,78.0,0.191,18269,82,19730,39.5,84.0,0.47,7.1,19.1,0.371,32.4,64.9,0.499,24.4,32.1,0.76,11.7,32.4,44.0,23.5,9.2,6.3,16.2,24.2,110.4,82,19930,39.3,86.6,0.454,7.6,20.8,0.366,31.7,65.8,0.482,19.9,26.3,0.756,12.0,31.5,43.5,21.9,8.5,6.7,16.4,23.4,106.1
7,DEN_2009,27.7,54.0,28.0,50,32,3.41,-0.29,3.13,110.4,106.8,3.6,94.3,0.382,0.227,0.563,0.512,14.2,27.5,0.29,0.485,14.1,71.7,0.259,17224,82,19880,40.7,85.8,0.475,5.1,14.5,0.349,35.7,71.3,0.5,23.5,30.5,0.771,12.2,31.4,43.6,26.2,9.3,4.8,15.7,23.7,110.1,82,19730,38.3,87.0,0.44,7.8,21.2,0.366,30.5,65.7,0.464,22.5,28.8,0.782,12.8,30.9,43.6,22.7,8.4,5.8,16.3,25.1,106.8
8,UTA_2009,25.5,48.0,34.0,48,34,2.65,-0.34,2.31,110.1,107.3,2.8,93.1,0.355,0.169,0.554,0.504,13.6,28.2,0.274,0.505,15.0,72.7,0.262,19903,82,19880,39.7,86.8,0.458,6.8,18.1,0.373,33.0,68.6,0.48,23.3,29.4,0.791,11.7,30.6,42.4,21.0,7.8,6.5,14.8,22.7,109.5,82,19755,39.4,87.6,0.45,8.0,22.5,0.354,31.5,65.1,0.484,20.1,26.0,0.773,11.4,34.0,45.4,22.8,6.6,4.0,15.1,23.2,107.0
9,DAL_2009,29.0,50.0,32.0,47,35,1.98,-0.3,1.68,110.5,108.4,2.1,91.5,0.274,0.241,0.55,0.504,12.1,26.6,0.224,0.493,12.3,74.6,0.225,20042,82,19705,40.2,87.7,0.458,8.1,22.2,0.366,32.1,65.5,0.49,20.9,28.3,0.737,11.8,32.8,44.6,22.5,8.2,5.1,14.2,21.9,109.3,82,19880,39.1,84.4,0.464,6.9,19.2,0.361,32.2,65.2,0.494,22.1,28.9,0.763,11.8,31.0,42.8,21.3,8.5,5.5,17.1,25.6,107.3
