,TEAM,PLAYOFF_WINS
0,SAS_2013,15.0
1,MIA_2013,16.0
2,NYK_2013,6.0
3,BRK_2013,3.0
4,OKC_2013,5.0
5,MEM_2013,8.0
6,GSW_2013,6.0
7,IND_2013,11.0
8,DEN_2013,2.0
9,ATL_2013,2.0
10,BOS_2013,2.0
11,HOU_2013,2.0
12,LAC_2013,2.0
13,CHI_2013,5.0
14,MIL_2013,0.0
15,LAL_2013,0.0
