,DATE,YEAR,MONTH,DAY,START_ET,HOME,OPPONENT,OUTCOME,OVERTIME,POINTS_SCORED,OPPONENT_POINTS,CUMULATIVE_W,CUMULATIVE_L,STREAK
0,"Sun, Apr 15, 2018",2018,4,15,1:00p,True,MIL,W,True,113,107,1,0,W 1
1,"Tue, Apr 17, 2018",2018,4,17,8:00p,True,MIL,W,False,120,106,2,0,W 2
2,"Fri, Apr 20, 2018",2018,4,20,9:30p,False,MIL,L,False,92,116,2,1,L 1
3,"Sun, Apr 22, 2018",2018,4,22,1:00p,False,MIL,L,False,102,104,2,2,L 2
4,"Tue, Apr 24, 2018",2018,4,24,7:00p,True,MIL,W,False,92,87,3,2,W 1
5,"Thu, Apr 26, 2018",2018,4,26,8:00p,False,MIL,L,False,86,97,3,3,L 1
6,"Sat, Apr 28, 2018",2018,4,28,8:00p,True,MIL,W,False,112,96,4,3,W 1
8,"Mon, Apr 30, 2018",2018,4,30,8:00p,True,PHI,W,False,117,101,5,3,W 2
9,"Thu, May 3, 2018",2018,5,3,8:30p,True,PHI,W,False,108,103,6,3,W 3
10,"Sat, May 5, 2018",2018,5,5,5:00p,False,PHI,W,True,101,98,7,3,W 4
11,"Mon, May 7, 2018",2018,5,7,6:00p,False,PHI,L,False,92,103,7,4,L 1
12,"Wed, May 9, 2018",2018,5,9,8:00p,True,PHI,W,False,114,112,8,4,W 1
14,"Sun, May 13, 2018",2018,5,13,3:30p,True,CLE,W,False,108,83,9,4,W 2
15,"Tue, May 15, 2018",2018,5,15,8:30p,True,CLE,W,False,107,94,10,4,W 3
16,"Sat, May 19, 2018",2018,5,19,8:30p,False,CLE,L,False,86,116,10,5,L 1
17,"Mon, May 21, 2018",2018,5,21,8:30p,False,CLE,L,False,102,111,10,6,L 2
18,"Wed, May 23, 2018",2018,5,23,8:30p,True,CLE,W,False,96,83,11,6,W 1
19,"Fri, May 25, 2018",2018,5,25,8:30p,False,CLE,L,False,99,109,11,7,L 1
20,"Sun, May 27, 2018",2018,5,27,8:30p,True,CLE,L,False,79,87,11,8,L 2
