,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,3.0,Josh Giddey,SG,6-8,210,2002-10-10,AU,1,
1,8.0,Jalen Williams,SG,6-6,195,2001-04-14,US,R,Santa Clara
2,5.0,Luguentz Dort,SG,6-3,215,1999-04-19,CA,3,Arizona State
3,11.0,Isaiah Joe,SG,6-4,165,1999-07-02,US,2,Arkansas
4,21.0,Aaron Wiggins,SG,6-6,200,1999-01-02,US,1,Maryland
5,2.0,Shai Gilgeous-Alexander,PG,6-6,180,1998-07-12,CA,4,Kentucky
6,23.0,Tre Mann,PG,6-3,178,2001-02-03,US,1,Florida
7,34.0,Kenrich Williams,PF,6-6,210,1994-12-02,US,4,TCU
8,6.0,Jaylin Williams,PF,6-10,240,2002-06-29,US,R,Arkansas
9,50.0,Jeremiah Robinson-Earl,PF,6-9,230,2000-11-03,US,1,Villanova
10,12.0,Lindy Waters III,SG,6-6,215,1997-07-28,US,1,Oklahoma State
11,13.0,Ousmane Dieng,SF,6-10,216,2003-05-21,FR,R,
12,17.0,Aleksej Pokusevski,PF,7-0,190,2001-12-26,RS,2,
13,9.0,Dario Šarić,PF,6-10,225,1994-04-08,HR,5,
14,30.0,Olivier Sarr (TW),C,7-0,237,1999-02-20,FR,1,"Wake Forest, Kentucky"
15,14.0,Jared Butler (TW),SG,6-3,195,2000-08-25,US,1,Baylor
16,,Chet Holmgren,PF,7-0,195,2002-05-01,US,R,Gonzaga
