,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,3,OG Anunoby,SF,6-7,232,1997-07-17,GB,3,Indiana
1,46,Aron Baynes,C,6-10,260,1986-12-09,NZ,8,Washington State
2,95,DeAndre' Bembry,SF,6-5,210,1994-07-04,US,4,Saint Joseph's
3,24,Khem Birch,C,6-9,233,1992-09-28,CA,3,"Pitt, UNLV"
4,25,Chris Boucher,C,6-9,200,1993-01-11,LC,3,Oregon
5,0,Terence Davis,SG,6-4,201,1997-05-16,US,1,Ole Miss
6,44,Henry Ellenson,PF,6-10,240,1997-01-13,US,4,Marquette
7,8,Malachi Flynn,PG,6-1,175,1998-05-10,US,R,"Washington State, San Diego State"
8,55,Freddie Gillespie,PF,6-9,245,1997-06-14,US,R,"Carleton College, Baylor"
9,2,Jalen Harris,SG,6-5,195,1998-08-14,US,R,"Nevada, Louisiana Tech"
10,32,Rodney Hood,SF,6-8,208,1992-10-20,US,6,"Mississippi State, Duke"
11,5,Stanley Johnson,PF,6-6,242,1996-05-29,US,5,Arizona
12,27,Alex Len,C,7-0,250,1993-06-16,UA,7,Maryland
13,7,Kyle Lowry,PG,6-0,196,1986-03-25,US,14,Villanova
14,22,Patrick McCaw,SF,6-7,181,1995-10-25,US,4,UNLV
15,24,Norman Powell,SG,6-3,215,1993-05-25,US,5,UCLA
16,43,Pascal Siakam,PF,6-9,230,1994-04-02,CM,4,New Mexico State
17,21,Matt Thomas,SG,6-4,190,1994-08-04,US,1,Iowa State
18,33,Gary Trent Jr.,SG,6-5,209,1999-01-18,US,2,Duke
19,23,Fred VanVleet,SG,6-1,197,1994-02-25,US,4,Wichita State
20,18,Yuta Watanabe,SF,6-9,215,1994-10-13,JP,2,George Washington
21,1,Paul Watson,SF,6-6,210,1994-12-30,US,1,Fresno State
