,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,13,Bam Adebayo,C,6-9,255,1997-07-18,US,4,Kentucky
1,22,Jimmy Butler,SF,6-7,230,1989-09-14,US,10,Marquette
2,21,Dewayne Dedmon,C,7-0,245,1989-08-12,US,8,USC
3,0,Marcus Garrett,SG,6-5,205,1998-11-09,US,R,Kansas
4,5,Kyle Guy,SG,6-1,167,1997-08-11,US,2,Virginia
5,40,Udonis Haslem,C,6-8,235,1980-06-09,US,18,Florida
6,14,Tyler Herro,SG,6-5,195,2000-01-20,US,2,Kentucky
7,24,Haywood Highsmith,SF,6-7,220,1996-12-09,US,1,Wheeling University
8,7,Kyle Lowry,PG,6-0,196,1986-03-25,US,15,Villanova
9,16,Caleb Martin,SF,6-5,205,1995-09-28,US,2,"NC State, Nevada"
10,8,Markieff Morris,PF,6-9,245,1989-09-02,US,10,Kansas
11,12,Mychal Mulder,PG,6-3,184,1994-06-12,CA,2,"Vincennes University, Kentucky"
12,11,KZ Okpala,PF,6-8,215,1999-04-28,US,2,Stanford
13,4,Victor Oladipo,SG,6-4,213,1992-05-04,US,8,Indiana
14,55,Duncan Robinson,SG,6-7,215,1994-04-22,US,3,"Williams, Michigan"
15,30,Chris Silva,PF,6-8,234,1996-09-19,GA,2,South Carolina
16,15,Javonte Smart,PG,6-4,205,1999-06-03,US,R,LSU
17,9,Nik Stauskas,SG,6-6,205,1993-10-07,CA,5,Michigan
18,31,Max Strus,SF,6-5,215,1996-03-28,US,2,"Lewis (IL), DePaul"
19,17,P.J. Tucker,PF,6-5,245,1985-05-05,US,10,Texas
20,2,Gabe Vincent,PG,6-3,200,1996-06-14,US,2,UC Santa Barbara
21,77,Omer Yurtseven,C,7-0,264,1998-06-19,TR,R,"NC State, Georgetown"
