,TEAM,PLAYOFF_WINS
0,GSW_2015,16.0
1,CLE_2015,14.0
2,WAS_2015,6.0
3,CHI_2015,6.0
4,LAC_2015,7.0
5,SAS_2015,3.0
6,ATL_2015,8.0
7,MEM_2015,6.0
8,HOU_2015,9.0
9,DAL_2015,1.0
10,BRK_2015,2.0
11,POR_2015,1.0
12,NOP_2015,0.0
13,BOS_2015,0.0
14,MIL_2015,2.0
15,TOR_2015,0.0
