,DATE,YEAR,MONTH,DAY,START_ET,HOME,OPPONENT,OUTCOME,OVERTIME,POINTS_SCORED,OPPONENT_POINTS,CUMULATIVE_W,CUMULATIVE_L,STREAK
0,"Sat, Apr 14, 2018",2018,4,14,3:00p,True,SAS,W,False,113,92,1,0,W 1
1,"Mon, Apr 16, 2018",2018,4,16,10:30p,True,SAS,W,False,116,101,2,0,W 2
2,"Thu, Apr 19, 2018",2018,4,19,9:30p,False,SAS,W,False,110,97,3,0,W 3
3,"Sun, Apr 22, 2018",2018,4,22,3:30p,False,SAS,L,False,90,103,3,1,L 1
4,"Tue, Apr 24, 2018",2018,4,24,10:30p,True,SAS,W,False,99,91,4,1,W 1
6,"Sat, Apr 28, 2018",2018,4,28,10:30p,True,NOP,W,False,123,101,5,1,W 2
7,"Tue, May 1, 2018",2018,5,1,10:30p,True,NOP,W,False,121,116,6,1,W 3
8,"Fri, May 4, 2018",2018,5,4,8:00p,False,NOP,L,False,100,119,6,2,L 1
9,"Sun, May 6, 2018",2018,5,6,3:30p,False,NOP,W,False,118,92,7,2,W 1
10,"Tue, May 8, 2018",2018,5,8,10:30p,True,NOP,W,False,113,104,8,2,W 2
12,"Mon, May 14, 2018",2018,5,14,9:00p,False,HOU,W,False,119,106,9,2,W 3
13,"Wed, May 16, 2018",2018,5,16,9:00p,False,HOU,L,False,105,127,9,3,L 1
14,"Sun, May 20, 2018",2018,5,20,8:00p,True,HOU,W,False,126,85,10,3,W 1
15,"Tue, May 22, 2018",2018,5,22,9:00p,True,HOU,L,False,92,95,10,4,L 1
16,"Thu, May 24, 2018",2018,5,24,9:00p,False,HOU,L,False,94,98,10,5,L 2
17,"Sat, May 26, 2018",2018,5,26,9:00p,True,HOU,W,False,115,86,11,5,W 1
18,"Mon, May 28, 2018",2018,5,28,9:00p,False,HOU,W,False,101,92,12,5,W 2
20,"Thu, May 31, 2018",2018,5,31,9:00p,True,CLE,W,True,124,114,13,5,W 3
21,"Sun, Jun 3, 2018",2018,6,3,8:00p,True,CLE,W,False,122,103,14,5,W 4
22,"Wed, Jun 6, 2018",2018,6,6,9:00p,False,CLE,W,False,110,102,15,5,W 5
23,"Fri, Jun 8, 2018",2018,6,8,9:00p,False,CLE,W,False,108,85,16,5,W 6
