,TEAM,PLAYOFF_WINS
0,DAL_2006,14.0
1,MIA_2006,16.0
2,LAC_2006,7.0
3,DET_2006,10.0
4,SAS_2006,7.0
5,PHO_2006,10.0
6,WAS_2006,2.0
7,NJN_2006,5.0
8,CHI_2006,2.0
9,CLE_2006,7.0
10,IND_2006,2.0
11,LAL_2006,3.0
12,DEN_2006,1.0
13,SAC_2006,2.0
14,MIL_2006,1.0
15,MEM_2006,0.0
