,TEAM,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Attend./G,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,opp_G,opp_MP,opp_FG,opp_FGA,opp_FG%,opp_3P,opp_3PA,opp_3P%,opp_2P,opp_2PA,opp_2P%,opp_FT,opp_FTA,opp_FT%,opp_ORB,opp_DRB,opp_TRB,opp_AST,opp_STL,opp_BLK,opp_TOV,opp_PF,opp_PTS
0,MIA_2011,29.0,58.0,24.0,61,21,7.46,-0.71,6.76,111.7,103.5,8.2,90.9,0.363,0.235,0.573,0.524,13.5,25.2,0.279,0.475,12.6,75.5,0.223,19779,82,19705,40.1,84.3,0.476,8.4,21.7,0.388,31.6,62.6,0.506,23.7,31.0,0.765,10.1,33.8,43.9,23.1,7.7,4.5,14.7,21.9,112.3,82,19780,37.2,85.5,0.434,5.9,17.5,0.34,31.2,68.0,0.459,20.1,26.5,0.756,11.6,32.0,43.6,20.6,7.7,4.9,16.9,22.3,100.3
1,CHI_2011,26.4,62.0,20.0,61,21,7.32,-0.79,6.53,108.3,100.3,8.0,90.4,0.305,0.215,0.541,0.501,13.5,29.4,0.227,0.463,13.6,76.2,0.222,21792,82,19780,41.4,87.1,0.475,9.0,22.7,0.397,32.4,64.4,0.503,20.0,26.1,0.767,10.9,34.2,45.1,24.1,7.9,4.9,14.5,20.5,111.8,82,19830,37.6,87.4,0.43,5.7,17.5,0.326,31.9,69.9,0.456,19.4,25.4,0.764,11.1,31.1,42.2,20.8,7.6,6.4,15.5,22.0,100.3
2,LAL_2011,30.2,57.0,25.0,58,24,6.11,-0.1,6.01,111.0,104.3,6.7,90.7,0.293,0.22,0.545,0.502,12.3,29.2,0.228,0.477,12.8,72.3,0.181,18997,82,19780,40.5,84.1,0.481,7.3,19.7,0.37,33.2,64.4,0.515,23.5,30.5,0.769,10.5,35.6,46.1,21.9,7.3,5.7,15.2,22.3,111.7,82,19830,38.0,87.1,0.436,6.8,19.6,0.35,31.2,67.6,0.461,19.1,25.7,0.743,10.7,32.5,43.2,21.8,8.0,4.1,15.1,23.8,102.0
3,SAS_2011,28.8,61.0,21.0,56,26,5.71,0.16,5.86,111.8,105.6,6.2,92.3,0.299,0.261,0.567,0.527,12.8,24.9,0.229,0.491,12.6,74.6,0.19,18314,82,19880,40.6,89.4,0.454,8.7,23.6,0.367,31.9,65.8,0.486,21.4,26.7,0.801,12.3,32.7,45.0,25.1,7.4,4.8,14.2,21.0,111.3,82,19830,38.2,85.5,0.447,5.9,17.6,0.334,32.3,67.9,0.476,20.2,26.2,0.77,11.3,35.4,46.7,22.3,6.8,5.3,16.8,22.8,102.5
4,BOS_2011,29.5,56.0,26.0,57,25,5.37,-0.54,4.83,106.2,100.3,5.9,90.4,0.305,0.18,0.561,0.519,14.5,21.1,0.235,0.469,14.8,74.7,0.235,18624,82,20005,39.7,85.5,0.464,6.3,18.2,0.347,33.4,67.4,0.495,25.6,31.1,0.823,11.7,33.7,45.4,21.6,8.5,6.3,15.0,23.8,111.2,82,19780,38.3,88.3,0.434,7.3,21.1,0.345,31.0,67.1,0.462,19.7,26.4,0.744,11.5,31.4,42.9,22.0,7.7,3.3,14.4,23.9,103.5
5,ORL_2011,27.6,52.0,30.0,56,26,5.46,-0.54,4.92,107.9,102.0,5.9,91.2,0.328,0.328,0.554,0.521,14.3,26.1,0.227,0.475,13.3,76.9,0.219,18972,82,19830,41.7,90.1,0.463,7.0,19.8,0.352,34.7,70.3,0.494,20.6,26.4,0.779,13.2,34.9,48.1,24.0,8.0,5.6,14.3,20.7,111.0,82,19830,40.1,91.9,0.437,7.4,22.2,0.335,32.7,69.6,0.469,16.6,21.7,0.765,13.4,32.0,45.4,24.4,7.8,5.0,14.9,22.7,104.3
6,DEN_2011,27.3,50.0,32.0,54,28,4.76,0.05,4.81,112.3,107.3,5.0,95.6,0.367,0.258,0.574,0.526,13.1,23.9,0.281,0.5,12.7,75.4,0.224,16989,82,19780,39.9,87.2,0.457,9.7,26.4,0.368,30.2,60.8,0.496,21.4,26.5,0.809,10.8,31.4,42.1,22.3,7.9,6.0,14.3,22.1,110.9,82,19705,40.0,88.8,0.45,6.8,19.7,0.343,33.2,69.1,0.481,18.3,24.4,0.75,11.7,32.8,44.5,22.5,8.3,4.0,14.9,22.0,105.0
7,DAL_2011,30.9,57.0,25.0,53,29,4.23,0.18,4.41,109.7,105.0,4.7,91.3,0.286,0.274,0.565,0.525,13.6,24.1,0.222,0.488,13.0,74.8,0.206,20102,82,19705,40.9,86.2,0.475,8.6,23.6,0.365,32.3,62.6,0.516,19.2,24.7,0.777,10.4,34.9,45.3,26.1,7.4,4.7,15.3,21.0,109.7,82,19930,39.4,87.2,0.451,6.1,18.1,0.34,33.2,69.1,0.48,20.2,26.1,0.773,11.6,34.3,45.8,23.1,7.7,4.9,15.3,20.3,105.0
8,OKC_2011,23.7,55.0,27.0,51,31,3.79,0.02,3.81,111.2,107.2,4.0,92.7,0.363,0.212,0.561,0.501,13.1,27.4,0.299,0.493,12.9,73.6,0.228,18148,82,20005,40.9,87.0,0.47,8.9,23.6,0.377,32.0,63.4,0.505,18.7,24.6,0.759,10.4,31.5,41.9,24.7,6.9,4.5,14.9,21.2,109.5,82,19880,39.0,85.2,0.457,7.7,20.9,0.369,31.3,64.3,0.486,19.5,25.6,0.761,11.9,31.4,43.2,22.6,8.1,6.6,18.0,23.0,105.1
9,MEM_2011,25.2,46.0,36.0,48,34,2.34,0.2,2.55,107.6,105.1,2.5,91.9,0.291,0.136,0.534,0.493,13.0,28.9,0.218,0.502,15.7,72.5,0.228,14651,82,19805,40.7,91.0,0.447,7.1,20.7,0.345,33.5,70.2,0.477,20.3,25.3,0.804,13.7,30.7,44.5,23.9,9.1,4.9,14.7,21.8,108.8,82,19830,39.3,86.0,0.457,7.6,21.3,0.357,31.7,64.7,0.49,19.0,24.6,0.77,10.5,33.5,44.0,23.7,6.8,5.4,16.3,22.8,105.2
10,HOU_2011,26.5,43.0,39.0,47,35,2.18,0.19,2.37,111.3,109.0,2.3,94.2,0.299,0.264,0.55,0.503,12.3,27.4,0.239,0.5,12.6,72.7,0.219,16191,82,19830,40.7,88.2,0.462,6.8,19.0,0.361,33.9,69.3,0.489,20.0,26.9,0.743,13.0,35.5,48.5,24.5,7.9,6.3,15.6,22.0,108.3,82,19780,41.1,90.2,0.456,6.3,17.2,0.367,34.8,73.0,0.477,17.1,22.3,0.766,11.6,32.8,44.4,22.1,7.5,4.9,14.4,22.4,105.6
11,POR_2011,26.7,48.0,34.0,46,36,1.52,0.32,1.85,108.8,107.1,1.7,87.9,0.278,0.228,0.533,0.486,12.6,29.5,0.224,0.51,15.4,72.0,0.231,20510,82,19830,41.5,90.0,0.461,8.7,22.3,0.392,32.8,67.6,0.484,16.5,21.6,0.761,12.2,30.3,42.4,23.6,9.4,5.2,15.3,23.1,108.2,82,19780,39.3,87.6,0.449,6.5,18.2,0.359,32.8,69.4,0.473,20.7,27.6,0.75,11.9,33.5,45.5,21.4,7.9,6.0,14.6,22.5,106.0
12,PHI_2011,24.7,41.0,41.0,45,37,1.5,-0.5,1.01,106.6,105.0,1.6,91.7,0.273,0.184,0.535,0.494,12.3,24.6,0.21,0.487,13.5,74.5,0.231,14752,82,19880,40.6,87.4,0.465,5.8,16.7,0.346,34.9,70.7,0.493,21.1,27.3,0.771,11.9,31.0,42.9,25.5,8.3,6.4,15.6,24.7,108.1,82,19730,41.0,89.0,0.46,6.3,18.5,0.338,34.7,70.5,0.492,18.8,24.3,0.774,11.4,33.9,45.3,23.8,7.5,4.7,14.0,20.7,107.0
13,NOH_2011,26.3,46.0,36.0,44,38,0.89,0.39,1.28,106.2,105.2,1.0,88.7,0.296,0.192,0.537,0.493,12.8,25.1,0.226,0.501,14.4,76.2,0.22,14709,82,19830,39.2,85.0,0.461,10.2,27.9,0.366,29.0,57.1,0.507,19.3,27.9,0.692,11.5,35.5,47.0,21.7,7.3,5.1,16.2,21.8,107.9,82,19805,40.0,85.7,0.467,7.3,19.8,0.367,32.7,65.9,0.497,19.8,25.8,0.767,12.0,32.9,44.8,21.7,7.8,4.7,17.7,24.0,107.1
14,NYK_2011,25.3,42.0,40.0,43,39,0.78,-0.3,0.48,110.9,110.1,0.8,95.6,0.304,0.303,0.561,0.513,12.6,24.2,0.246,0.511,13.8,71.9,0.24,19729,82,19880,41.4,90.0,0.46,6.4,17.0,0.376,35.0,73.0,0.479,18.5,25.1,0.737,12.6,30.3,42.9,23.4,8.1,4.4,14.4,22.1,107.7,82,20005,40.4,88.3,0.458,6.2,17.3,0.361,34.2,71.0,0.481,20.1,27.1,0.744,12.1,31.0,43.1,22.2,7.6,4.6,14.9,22.9,107.2
15,MIL_2011,26.7,35.0,47.0,38,44,-0.84,-0.17,-1.02,101.6,102.5,-0.9,89.8,0.287,0.216,0.511,0.467,13.0,24.7,0.217,0.481,14.7,74.8,0.236,15412,82,19880,42.0,89.3,0.471,4.1,12.2,0.334,38.0,77.2,0.492,19.5,26.0,0.75,12.7,31.4,44.1,22.2,10.1,5.8,15.0,22.4,107.6,82,19705,40.2,87.6,0.459,7.3,21.3,0.344,32.8,66.3,0.495,19.6,25.9,0.756,11.0,32.2,43.2,23.2,7.8,6.2,14.4,23.8,107.3
16,PHO_2011,29.6,40.0,42.0,39,43,-0.89,0.43,-0.46,109.5,110.4,-0.9,94.4,0.283,0.271,0.559,0.522,13.2,23.7,0.215,0.513,13.1,71.6,0.211,17567,82,19930,41.0,89.0,0.461,5.8,16.4,0.355,35.2,72.6,0.485,18.7,24.3,0.77,11.2,33.9,45.0,24.4,8.2,4.7,14.0,20.9,106.6,82,19805,40.0,87.8,0.455,7.8,21.8,0.359,32.2,66.0,0.487,20.1,25.8,0.78,10.9,33.1,43.9,24.0,8.1,6.7,14.6,23.4,107.8
17,ATL_2011,27.4,44.0,38.0,39,43,-0.82,-0.28,-1.1,106.1,107.0,-0.9,89.3,0.269,0.222,0.542,0.501,13.5,23.4,0.209,0.495,12.3,74.6,0.211,15649,82,19780,40.6,83.5,0.486,5.5,15.0,0.365,35.1,68.5,0.513,19.6,25.4,0.77,8.6,34.1,42.7,25.8,9.1,4.6,16.0,22.5,106.2,82,19855,39.7,87.1,0.455,7.6,20.8,0.365,32.1,66.3,0.484,21.7,28.2,0.771,11.9,31.4,43.3,23.8,8.6,5.3,14.6,23.6,108.7
18,IND_2011,25.9,37.0,45.0,38,44,-1.07,-0.3,-1.38,104.8,106.0,-1.2,94.7,0.3,0.244,0.533,0.486,14.1,25.9,0.235,0.487,12.8,74.1,0.237,13538,82,19830,40.2,87.5,0.459,6.1,16.8,0.36,34.1,70.7,0.482,19.8,25.9,0.765,11.2,33.7,44.9,23.1,8.5,4.9,14.6,23.5,106.2,82,19855,41.4,86.7,0.478,6.1,17.2,0.355,35.3,69.5,0.508,20.2,26.5,0.762,11.0,31.8,42.9,22.6,8.5,5.9,15.3,21.9,109.0
19,UTA_2011,26.8,39.0,43.0,36,46,-1.83,0.39,-1.44,108.1,110.1,-2.0,91.0,0.313,0.191,0.544,0.498,13.5,27.0,0.241,0.505,13.8,71.7,0.275,19512,82,19730,40.5,87.6,0.462,6.8,19.4,0.352,33.6,68.1,0.494,18.3,23.5,0.779,10.4,33.5,43.9,24.5,6.8,4.6,15.2,21.2,106.1,82,19880,41.9,89.4,0.468,5.7,16.0,0.358,36.1,73.4,0.492,19.6,25.0,0.781,12.2,32.7,44.9,21.9,7.5,5.8,14.4,22.5,109.0
20,GSW_2011,25.2,36.0,46.0,35,47,-2.33,0.33,-2.0,108.2,110.7,-2.5,94.8,0.241,0.248,0.544,0.51,13.3,26.7,0.183,0.509,14.5,69.3,0.259,18693,82,19780,41.1,88.3,0.465,4.5,14.3,0.316,36.6,74.0,0.494,19.5,25.8,0.755,12.6,30.6,43.2,23.5,7.6,4.6,15.8,23.6,106.1,82,20005,41.0,88.1,0.465,6.8,18.6,0.364,34.2,69.5,0.492,21.2,28.2,0.751,11.3,34.4,45.7,24.3,7.5,5.0,13.5,21.9,109.9
