,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,17,Onyeka Okongwu,C,6-8,235,2000-12-11,US,2,USC
1,5,Dejounte Murray,SG,6-4,180,1996-09-19,US,5,Washington
2,11,Trae Young,PG,6-1,164,1998-09-19,US,4,Oklahoma
3,14,AJ Griffin,SF,6-6,222,2003-08-25,US,R,Duke
4,20,John Collins,PF,6-9,235,1997-09-23,US,5,Wake Forest
5,1,Jalen Johnson,SF,6-9,220,2001-12-18,US,1,Duke
6,12,De'Andre Hunter,SF,6-8,225,1997-12-02,US,3,Virginia
7,15,Clint Capela,C,6-10,240,1994-05-18,CH,8,
8,3,Aaron Holiday,PG,6-0,185,1996-09-30,US,4,UCLA
9,13,Bogdan Bogdanović,SG,6-6,220,1992-08-18,RS,5,
10,27,Vit Krejci,PG,6-8,195,2000-06-19,CZ,1,
11,41,Saddiq Bey,SF,6-7,215,1999-04-09,US,2,Villanova
12,2,Trent Forrest (TW),PG,6-4,210,1998-06-12,US,2,Florida State
13,22,Tyrese Martin,SG,6-6,215,1999-03-07,US,R,"Rhode Island, UConn"
14,25,Garrison Mathews,SG,6-5,215,1996-10-24,US,3,Lipscomb
15,24,Bruno Fernando,C,6-9,240,1998-08-15,AO,3,Maryland
16,4,Donovan Williams (TW),SG,6-6,190,2001-09-06,US,R,"Texas, UNLV"
