,TEAM,PLAYOFF_WINS
0,BOS_2008,16.0
1,NOH_2008,7.0
2,DET_2008,10.0
3,CLE_2008,7.0
4,LAL_2008,14.0
5,ORL_2008,5.0
6,UTA_2008,6.0
7,SAS_2008,9.0
8,PHO_2008,1.0
9,HOU_2008,2.0
10,WAS_2008,2.0
11,TOR_2008,1.0
12,PHI_2008,2.0
13,DAL_2008,1.0
14,DEN_2008,0.0
15,ATL_2008,3.0
