,TEAM,PLAYOFF_WINS
0,MIL_2019,10.0
1,TOR_2019,16.0
2,GSW_2019,14.0
3,HOU_2019,6.0
4,PHI_2019,7.0
5,DEN_2019,7.0
6,BOS_2019,5.0
7,POR_2019,8.0
8,SAS_2019,3.0
9,OKC_2019,1.0
10,IND_2019,0.0
11,UTA_2019,1.0
12,LAC_2019,2.0
13,BRK_2019,1.0
14,ORL_2019,1.0
15,DET_2019,0.0
