,DATE,YEAR,MONTH,DAY,START_ET,HOME,OPPONENT,OUTCOME,OVERTIME,POINTS_SCORED,OPPONENT_POINTS,CUMULATIVE_W,CUMULATIVE_L,STREAK
0,"Tue, Oct 17, 2017",2017,10,17,8:01p,False,CLE,L,False,99,102,0,1,L 1
1,"Wed, Oct 18, 2017",2017,10,18,7:30p,True,MIL,L,False,100,108,0,2,L 2
2,"Fri, Oct 20, 2017",2017,10,20,7:00p,False,PHI,W,False,102,92,1,2,W 1
3,"Tue, Oct 24, 2017",2017,10,24,7:30p,True,NYK,W,False,110,89,2,2,W 2
4,"Thu, Oct 26, 2017",2017,10,26,8:00p,False,MIL,W,False,96,89,3,2,W 3
5,"Sat, Oct 28, 2017",2017,10,28,8:00p,False,MIA,W,False,96,90,4,2,W 4
6,"Mon, Oct 30, 2017",2017,10,30,7:30p,True,SAS,W,False,108,94,5,2,W 5
7,"Wed, Nov 1, 2017",2017,11,1,7:30p,True,SAC,W,False,113,86,6,2,W 6
8,"Fri, Nov 3, 2017",2017,11,3,9:30p,False,OKC,W,False,101,94,7,2,W 7
9,"Sun, Nov 5, 2017",2017,11,5,6:00p,False,ORL,W,False,104,88,8,2,W 8
10,"Mon, Nov 6, 2017",2017,11,6,7:30p,False,ATL,W,False,110,107,9,2,W 9
11,"Wed, Nov 8, 2017",2017,11,8,8:00p,True,LAL,W,False,107,96,10,2,W 10
12,"Fri, Nov 10, 2017",2017,11,10,7:30p,True,CHO,W,False,90,87,11,2,W 11
13,"Sun, Nov 12, 2017",2017,11,12,3:30p,True,TOR,W,False,95,94,12,2,W 12
14,"Tue, Nov 14, 2017",2017,11,14,7:30p,False,BRK,W,False,109,102,13,2,W 13
15,"Thu, Nov 16, 2017",2017,11,16,8:00p,True,GSW,W,False,92,88,14,2,W 14
16,"Sat, Nov 18, 2017",2017,11,18,7:30p,False,ATL,W,False,110,99,15,2,W 15
17,"Mon, Nov 20, 2017",2017,11,20,8:30p,False,DAL,W,True,110,102,16,2,W 16
18,"Wed, Nov 22, 2017",2017,11,22,7:30p,False,MIA,L,False,98,104,16,3,L 1
19,"Fri, Nov 24, 2017",2017,11,24,7:30p,True,ORL,W,False,118,103,17,3,W 1
21,"Sat, Nov 25, 2017",2017,11,25,8:00p,False,IND,W,False,108,98,18,3,W 2
22,"Mon, Nov 27, 2017",2017,11,27,7:30p,True,DET,L,False,108,118,18,4,L 1
23,"Thu, Nov 30, 2017",2017,11,30,7:30p,True,PHI,W,False,108,97,19,4,W 1
24,"Sat, Dec 2, 2017",2017,12,2,1:00p,True,PHO,W,False,116,111,20,4,W 2
25,"Mon, Dec 4, 2017",2017,12,4,7:30p,True,MIL,W,False,111,100,21,4,W 3
26,"Wed, Dec 6, 2017",2017,12,6,7:30p,True,DAL,W,False,97,90,22,4,W 4
27,"Fri, Dec 8, 2017",2017,12,8,9:30p,False,SAS,L,False,102,105,22,5,L 1
28,"Sun, Dec 10, 2017",2017,12,10,4:00p,False,DET,W,False,91,81,23,5,W 1
