,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,9,Deni Avdija,SF,6-9,210,2001-01-03,IL,1,
1,17,Joel Ayayi,SG,6-5,180,2000-03-05,FR,R,Gonzaga
2,3,Bradley Beal,SG,6-4,207,1993-06-28,US,9,Florida
3,42,Dāvis Bertāns,PF,6-10,225,1992-11-12,LV,5,
4,13,Thomas Bryant,C,6-10,248,1997-07-31,US,4,Indiana
5,1,Kentavious Caldwell-Pope,SG,6-5,204,1993-02-18,US,8,Georgia
6,22,Vernon Carey Jr.,C,6-9,270,2001-02-25,US,1,Duke
7,26,Spencer Dinwiddie,PG,6-5,215,1993-04-06,US,7,Colorado
8,12,Jaime Echenique,C,6-11,258,1997-04-27,CO,R,"Trinity Valley CC, Wichita State"
9,21,Daniel Gafford,C,6-10,234,1998-10-01,US,2,Arkansas
10,16,Anthony Gill,PF,6-7,230,1992-10-17,US,1,"South Carolina, Virginia"
11,7,Jordan Goodwin,SG,6-3,200,1998-10-23,US,R,Saint Louis
12,8,Rui Hachimura,PF,6-8,230,1998-02-08,JP,2,Gonzaga
13,6,Montrezl Harrell,C,6-7,240,1994-01-26,US,6,Louisville
14,4,Aaron Holiday,PG,6-0,185,1996-09-30,US,3,UCLA
15,27,Alize Johnson,PF,6-7,212,1996-04-22,US,3,Missouri State
16,24,Corey Kispert,SF,6-7,220,1999-03-03,US,R,Gonzaga
17,33,Kyle Kuzma,PF,6-9,221,1995-07-24,US,4,Utah
18,55,Greg Monroe,C,6-11,265,1990-06-04,US,9,Georgetown
19,19,Raul Neto,PG,6-1,180,1992-05-19,BR,6,
20,6,Kristaps Porziņģis,PF,7-3,240,1995-08-02,LV,5,
21,31,Tomáš Satoranský,PG,6-7,210,1991-10-30,CZ,5,
22,20,Jordan Schakel,SG,6-6,200,1998-06-13,US,R,San Diego State
23,4,Ish Smith,PG,6-0,175,1988-07-05,US,11,Wake Forest
24,32,Craig Sword,SG,6-3,196,1994-01-16,US,R,Mississippi State
25,14,Isaiah Todd,PF,6-10,220,2001-10-17,US,R,
26,22,Brad Wanamaker,PG,6-3,210,1989-07-25,US,3,Pitt
27,51,Tremont Waters,PG,5-10,175,1998-01-10,US,2,LSU
28,5,Cassius Winston,PG,6-1,185,1998-02-28,US,1,Michigan State
