,TEAM,PLAYOFF_WINS
0,GSW_2022,16.0
1,MIA_2022,11.0
2,BOS_2022,14.0
3,MEM_2022,6.0
4,MIL_2022,7.0
5,DAL_2022,9.0
6,PHI_2022,6.0
7,PHO_2022,7.0
8,NOP_2022,2.0
9,BRK_2022,0.0
10,MIN_2022,2.0
11,UTA_2022,2.0
12,DEN_2022,1.0
13,TOR_2022,2.0
14,ATL_2022,1.0
15,CHI_2022,1.0
