,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,1,Anthony Edwards,SG,6-4,225,2001-08-05,US,2,Georgia
1,3,Jaden McDaniels,SF,6-9,185,2000-09-29,US,2,Washington
2,27,Rudy Gobert,C,7-1,258,1992-06-26,FR,9,
3,5,Kyle Anderson,PF,6-9,230,1993-09-20,US,8,UCLA
4,11,Naz Reid,C,6-9,264,1999-08-26,US,3,LSU
5,4,Jaylen Nowell,SG,6-4,201,1999-07-09,US,3,Washington
6,12,Taurean Prince,SF,6-7,218,1994-03-22,US,6,Baylor
7,25,Austin Rivers,SG,6-4,200,1992-08-01,US,10,Duke
8,6,Jordan McLaughlin,PG,5-11,185,1996-04-09,US,3,USC
9,13,Nathan Knight,PF,6-10,253,1997-09-20,US,2,William & Mary
10,32,Karl-Anthony Towns,PF,6-11,248,1995-11-15,US,7,Kentucky
11,7,Wendell Moore Jr.,SG,6-5,213,2001-09-18,US,R,Duke
12,55,Luka Garza (TW),C,6-11,235,1998-12-27,US,1,Iowa
13,10,Mike Conley,PG,6-1,175,1987-10-11,US,15,Ohio State
14,9,Nickeil Alexander-Walker,SG,6-6,205,1998-09-02,CA,3,Virginia Tech
15,37,Matt Ryan (TW),SF,6-7,215,1997-04-17,US,1,"Notre Dame, Vanderbilt, Chattanooga"
16,8,Josh Minott,SF,6-8,205,2002-11-25,US,R,Memphis
