,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,6,Nickeil Alexander-Walker,SG,6-6,205,1998-09-02,CA,2,Virginia Tech
1,20,Udoka Azubuike,C,6-10,280,1999-09-17,NG,1,Kansas
2,44,Bojan Bogdanović,PF,6-7,226,1989-04-18,BA,7,
3,13,Jared Butler,SG,6-3,195,2000-08-25,US,R,Baylor
4,6,Zylan Cheatham,SF,6-5,220,1995-11-17,US,1,"San Diego State, Arizona State"
5,0,Jordan Clarkson,SG,6-4,194,1992-06-07,US,7,"Tulsa, Missouri"
6,11,Mike Conley,PG,6-1,175,1987-10-11,US,14,Ohio State
7,24,Malik Fitts,PF,6-8,230,1997-07-04,US,1,"South Florida, Saint Mary's"
8,3,Trent Forrest,PG,6-4,210,1998-06-12,US,1,Florida State
9,8,Rudy Gay,PF,6-8,250,1986-08-17,US,15,UConn
10,27,Rudy Gobert,C,7-1,258,1992-06-26,FR,8,
11,41,Juancho Hernangómez,PF,6-9,214,1995-09-28,ES,5,
12,25,Danuel House Jr.,SF,6-6,220,1993-06-07,US,5,Texas A&M
13,33,Elijah Hughes,SF,6-5,215,1998-03-10,US,1,"Syracuse, East Carolina University"
14,2,Joe Ingles,SF,6-8,220,1987-10-02,AU,7,
15,45,Donovan Mitchell,SG,6-1,215,1996-09-07,US,4,Louisville
16,10,Greg Monroe,C,6-11,265,1990-06-04,US,9,Georgetown
17,23,Royce O'Neale,SF,6-4,226,1993-06-05,US,4,"Denver, Baylor"
18,81,Miye Oni,SG,6-5,206,1997-08-04,US,2,Yale
19,0,Eric Paschall,PF,6-6,255,1996-11-04,US,2,"Fordham, Villanova"
20,5,Norvel Pelle,C,6-10,231,1993-02-03,AG,2,
21,19,Xavier Sneed,SF,6-5,215,1997-12-21,US,R,Kansas State
22,15,Denzel Valentine,SG,6-4,220,1993-11-16,US,4,Michigan State
23,21,Hassan Whiteside,C,7-0,265,1989-06-13,US,9,Marshall
