,DATE,YEAR,MONTH,DAY,START_ET,HOME,OPPONENT,OUTCOME,OVERTIME,POINTS_SCORED,OPPONENT_POINTS,CUMULATIVE_W,CUMULATIVE_L,STREAK
0,"Sat, Apr 16, 2016",2016,4,16,9:30p,True,DAL,W,False,108,70,1,0,W 1
1,"Mon, Apr 18, 2016",2016,4,18,8:00p,True,DAL,L,False,84,85,1,1,L 1
2,"Thu, Apr 21, 2016",2016,4,21,7:00p,False,DAL,W,False,131,102,2,1,W 1
3,"Sat, Apr 23, 2016",2016,4,23,8:00p,False,DAL,W,False,119,108,3,1,W 2
4,"Mon, Apr 25, 2016",2016,4,25,8:00p,True,DAL,W,False,118,104,4,1,W 3
6,"Sat, Apr 30, 2016",2016,4,30,8:30p,False,SAS,L,False,92,124,4,2,L 1
7,"Mon, May 2, 2016",2016,5,2,9:30p,False,SAS,W,False,98,97,5,2,W 1
8,"Fri, May 6, 2016",2016,5,6,9:30p,True,SAS,L,False,96,100,5,3,L 1
9,"Sun, May 8, 2016",2016,5,8,8:00p,True,SAS,W,False,111,97,6,3,W 1
10,"Tue, May 10, 2016",2016,5,10,8:00p,False,SAS,W,False,95,91,7,3,W 2
11,"Thu, May 12, 2016",2016,5,12,8:30p,True,SAS,W,False,113,99,8,3,W 3
13,"Mon, May 16, 2016",2016,5,16,9:00p,False,GSW,W,False,108,102,9,3,W 4
14,"Wed, May 18, 2016",2016,5,18,9:00p,False,GSW,L,False,91,118,9,4,L 1
15,"Sun, May 22, 2016",2016,5,22,8:00p,True,GSW,W,False,133,105,10,4,W 1
16,"Tue, May 24, 2016",2016,5,24,9:00p,True,GSW,W,False,118,94,11,4,W 2
17,"Thu, May 26, 2016",2016,5,26,9:00p,False,GSW,L,False,111,120,11,5,L 1
18,"Sat, May 28, 2016",2016,5,28,9:00p,True,GSW,L,False,101,108,11,6,L 2
19,"Mon, May 30, 2016",2016,5,30,9:00p,False,GSW,L,False,88,96,11,7,L 3
