,TEAM,PLAYOFF_WINS
0,GSW_2017,16.0
1,CLE_2017,13.0
2,HOU_2017,6.0
3,SAS_2017,8.0
4,WAS_2017,7.0
5,MIL_2017,2.0
6,ATL_2017,2.0
7,LAC_2017,3.0
8,BOS_2017,9.0
9,IND_2017,0.0
10,UTA_2017,4.0
11,TOR_2017,4.0
12,CHI_2017,2.0
13,OKC_2017,1.0
14,MEM_2017,2.0
15,POR_2017,0.0
