,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,5,Nicolas Batum,SF,6-8,230,1988-12-14,FR,7,
1,30,Troy Daniels,SG,6-4,200,1991-07-15,US,2,VCU
2,12,Jorge Gutiérrez,PG,6-3,191,1988-12-27,MX,2,California
3,19,P.J. Hairston,SF,6-6,230,1992-12-24,US,1,UNC
4,50,Tyler Hansbrough,PF,6-9,250,1985-11-03,US,6,UNC
5,9,Aaron Harrison,SG,6-6,210,1994-10-28,US,R,Kentucky
6,0,Spencer Hawes,PF,7-1,245,1988-04-28,US,8,Washington
7,25,Al Jefferson,C,6-10,289,1985-01-04,US,11,
8,44,Frank Kaminsky,C,7-0,240,1993-04-04,US,R,Wisconsin
9,14,Michael Kidd-Gilchrist,SF,6-6,232,1993-09-26,US,3,Kentucky
10,3,Jeremy Lamb,SG,6-5,180,1992-05-30,US,3,UConn
11,1,Courtney Lee,SG,6-5,215,1985-10-03,US,7,Western Kentucky
12,7,Jeremy Lin,SG,6-3,200,1988-08-23,US,5,Harvard University
13,22,Brian Roberts,PG,6-1,173,1985-12-03,US,3,Dayton
14,15,Kemba Walker,PG,6-0,184,1990-05-08,US,4,UConn
15,2,Marvin Williams,PF,6-8,237,1986-06-19,US,10,UNC
16,40,Cody Zeller,C,6-11,240,1992-10-05,US,2,Indiana
