,DATE,YEAR,MONTH,DAY,START_ET,HOME,OPPONENT,OUTCOME,OVERTIME,POINTS_SCORED,OPPONENT_POINTS,CUMULATIVE_W,CUMULATIVE_L,STREAK
0,"Thu, Oct 24, 2019",2019,10,24,10:30p,True,LAC,L,False,122,141,0,1,L 1
1,"Sun, Oct 27, 2019",2019,10,27,3:30p,False,OKC,L,False,92,120,0,2,L 2
2,"Mon, Oct 28, 2019",2019,10,28,8:00p,False,NOP,W,False,134,123,1,2,W 1
3,"Wed, Oct 30, 2019",2019,10,30,10:30p,True,PHO,L,False,110,121,1,3,L 1
4,"Fri, Nov 1, 2019",2019,11,1,10:30p,True,SAS,L,False,110,127,1,4,L 2
5,"Sat, Nov 2, 2019",2019,11,2,8:30p,True,CHO,L,False,87,93,1,5,L 3
6,"Mon, Nov 4, 2019",2019,11,4,10:30p,True,POR,W,False,127,118,2,5,W 1
7,"Wed, Nov 6, 2019",2019,11,6,7:30p,False,HOU,L,False,112,129,2,6,L 1
8,"Fri, Nov 8, 2019",2019,11,8,8:00p,False,MIN,L,True,119,125,2,7,L 2
9,"Sat, Nov 9, 2019",2019,11,9,8:00p,False,OKC,L,False,108,114,2,8,L 3
10,"Mon, Nov 11, 2019",2019,11,11,10:30p,True,UTA,L,False,108,122,2,9,L 4
11,"Wed, Nov 13, 2019",2019,11,13,10:00p,False,LAL,L,False,94,120,2,10,L 5
12,"Fri, Nov 15, 2019",2019,11,15,10:30p,True,BOS,L,False,100,105,2,11,L 6
13,"Sun, Nov 17, 2019",2019,11,17,7:00p,False,NOP,L,False,100,108,2,12,L 7
14,"Tue, Nov 19, 2019",2019,11,19,8:00p,False,MEM,W,False,114,95,3,12,W 1
15,"Wed, Nov 20, 2019",2019,11,20,7:30p,False,DAL,L,False,94,142,3,13,L 1
16,"Fri, Nov 22, 2019",2019,11,22,9:00p,False,UTA,L,False,109,113,3,14,L 2
17,"Mon, Nov 25, 2019",2019,11,25,10:30p,True,OKC,L,False,97,100,3,15,L 3
18,"Wed, Nov 27, 2019",2019,11,27,10:30p,True,CHI,W,False,104,90,4,15,W 1
19,"Fri, Nov 29, 2019",2019,11,29,8:00p,False,MIA,L,False,105,122,4,16,L 1
21,"Sun, Dec 1, 2019",2019,12,1,6:00p,False,ORL,L,False,96,100,4,17,L 2
22,"Mon, Dec 2, 2019",2019,12,2,7:30p,False,ATL,L,False,79,104,4,18,L 3
23,"Wed, Dec 4, 2019",2019,12,4,7:00p,False,CHO,L,False,91,106,4,19,L 4
24,"Fri, Dec 6, 2019",2019,12,6,8:00p,False,CHI,W,False,100,98,5,19,W 1
25,"Mon, Dec 9, 2019",2019,12,9,10:30p,True,MEM,L,False,102,110,5,20,L 1
26,"Wed, Dec 11, 2019",2019,12,11,10:30p,True,NYK,L,True,122,124,5,21,L 2
27,"Fri, Dec 13, 2019",2019,12,13,9:00p,False,UTA,L,False,106,114,5,22,L 3
28,"Sun, Dec 15, 2019",2019,12,15,8:30p,True,SAC,L,False,79,100,5,23,L 4
29,"Wed, Dec 18, 2019",2019,12,18,10:00p,False,POR,L,False,112,122,5,24,L 5
30,"Fri, Dec 20, 2019",2019,12,20,10:30p,True,NOP,W,False,106,102,6,24,W 1
31,"Mon, Dec 23, 2019",2019,12,23,10:30p,True,MIN,W,False,113,104,7,24,W 2
32,"Wed, Dec 25, 2019",2019,12,25,5:00p,True,HOU,W,False,116,104,8,24,W 3
33,"Fri, Dec 27, 2019",2019,12,27,10:30p,True,PHO,W,False,105,96,9,24,W 4
34,"Sat, Dec 28, 2019",2019,12,28,8:30p,True,DAL,L,False,121,141,9,25,L 1
35,"Tue, Dec 31, 2019",2019,12,31,7:00p,False,SAS,L,True,113,117,9,26,L 2
36,"Thu, Jan 2, 2020",2020,1,2,8:00p,False,MIN,L,False,84,99,9,27,L 3
37,"Sat, Jan 4, 2020",2020,1,4,8:30p,True,DET,L,False,104,111,9,28,L 4
38,"Mon, Jan 6, 2020",2020,1,6,10:00p,False,SAC,L,False,98,111,9,29,L 5
39,"Wed, Jan 8, 2020",2020,1,8,10:00p,True,MIL,L,False,98,107,9,30,L 6
40,"Fri, Jan 10, 2020",2020,1,10,10:30p,False,LAC,L,False,100,109,9,31,L 7
