,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,10,Justin Anderson,SF,6-6,230,1993-11-19,US,5,Virginia
1,88,Goga Bitadze,C,6-11,250,1999-07-20,GE,2,
2,12,Oshae Brissett,SF,6-7,210,1998-06-20,CA,2,Syracuse
3,7,Malcolm Brogdon,PG,6-5,229,1992-12-11,US,5,Virginia
4,2,Ahmad Caver,SG,6-2,175,1996-09-12,US,R,Old Dominion
5,13,Torrey Craig,SF,6-7,221,1990-12-19,US,4,USC Upstate
6,3,Chris Duarte,SG,6-6,190,1997-06-13,CA,R,Oregon
7,0,Tyrese Haliburton,PG,6-5,185,2000-02-29,US,1,Iowa State
8,24,Buddy Hield,SG,6-4,220,1992-12-17,BS,5,Oklahoma
9,14,Nate Hinton,SG,6-5,210,1999-06-08,US,1,Houston
10,8,Justin Holiday,SF,6-6,180,1989-04-05,US,8,Washington
11,23,Isaiah Jackson,C,6-10,206,2002-01-10,US,R,Kentucky
12,17,DeJon Jarreau,SG,6-5,185,1998-01-23,US,R,"UMass, Houston"
13,26,Jeremy Lamb,SF,6-5,180,1992-05-30,US,9,UConn
14,22,Caris LeVert,SG,6-6,205,1994-08-25,US,5,Michigan
15,21,Kelan Martin,SF,6-5,230,1995-08-03,US,2,Butler
16,9,T.J. McConnell,PG,6-1,190,1992-03-25,US,6,"Duquesne, Arizona"
17,0,Reggie Perry,PF,6-8,250,2000-03-21,US,1,Mississippi State
18,11,Domantas Sabonis,PF,6-11,240,1996-05-03,US,5,Gonzaga
19,25,Jalen Smith,PF,6-10,215,2000-03-16,US,1,Maryland
20,6,Lance Stephenson,PG,6-6,230,1990-09-05,US,9,Cincinnati
21,28,Keifer Sykes,PG,6-0,180,1993-12-30,US,R,Green Bay
22,32,Terry Taylor,PF,6-5,230,1999-09-23,US,R,Austin Peay State University
23,11,Tristan Thompson,PF,6-9,254,1991-03-13,CA,10,Texas
24,33,Myles Turner,C,6-11,250,1996-03-24,US,6,Texas
25,10,Brad Wanamaker,PG,6-3,210,1989-07-25,US,3,Pitt
26,4,Duane Washington Jr.,PG,6-3,210,2000-03-24,DE,R,Ohio State
27,8,Gabe York,SG,6-3,185,1993-08-02,US,R,Arizona
