,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,14,D.J. Augustin,PG,5-11,183,1987-11-10,US,13,Texas
1,7,Armoni Brooks,SG,6-3,195,1998-06-05,US,1,Houston
2,9,Josh Christopher,SG,6-5,215,2001-12-08,US,R,Arizona State
3,20,Bruno Fernando,C,6-9,240,1998-08-15,AO,2,Maryland
4,16,Usman Garuba,PF,6-8,220,2002-03-09,ES,R,
5,10,Eric Gordon,SG,6-3,215,1988-12-25,US,13,Indiana
6,0,Jalen Green,SG,6-4,178,2002-02-09,US,R,
7,4,Danuel House Jr.,SF,6-6,220,1993-06-07,US,5,Texas A&M
8,6,Kenyon Martin Jr.,SF,6-6,215,2001-01-06,US,1,
9,25,Garrison Mathews,SG,6-5,215,1996-10-24,US,2,Lipscomb
10,15,Daishen Nix,SG,6-5,224,2002-02-13,US,R,
11,2,David Nwaba,SF,6-5,219,1993-01-14,US,5,Cal Poly
12,3,Kevin Porter Jr.,PG,6-4,203,2000-05-04,US,2,USC
13,21,Trevelin Queen,SG,6-6,190,1997-02-25,US,R,"College of Marin, New Mexico Military Institute, New Mexico State"
14,17,Dennis Schröder,PG,6-3,172,1993-09-15,DE,8,
15,28,Alperen Şengün,C,6-9,235,2002-07-25,TR,R,
16,8,Jae'Sean Tate,PF,6-4,230,1995-10-28,US,1,Ohio State
17,27,Daniel Theis,C,6-8,245,1992-04-04,DE,4,
18,35,Christian Wood,C,6-10,214,1995-09-27,US,5,UNLV
