,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,9.0,Derrick White,SG,6-4,190,1994-07-02,US,5,"Colorado-Colorado Springs, Colorado"
1,30.0,Sam Hauser,PF,6-8,215,1997-12-08,US,1,"Marquette, Virginia"
2,12.0,Grant Williams,PF,6-6,236,1998-11-30,US,3,Tennessee
3,0.0,Jayson Tatum,PF,6-8,210,1998-03-03,US,5,Duke
4,40.0,Luke Kornet,C,7-2,250,1995-07-15,US,5,Vanderbilt
5,7.0,Jaylen Brown,SF,6-6,223,1996-10-24,US,6,California
6,13.0,Malcolm Brogdon,PG,6-5,229,1992-12-11,US,6,Virginia
7,42.0,Al Horford,C,6-9,240,1986-06-03,DO,15,Florida
8,36.0,Marcus Smart,PG,6-3,220,1994-03-06,US,8,Oklahoma State
9,11.0,Payton Pritchard,PG,6-1,195,1998-01-28,US,2,Oregon
10,91.0,Blake Griffin,C,6-9,250,1989-03-16,US,12,Oklahoma
11,44.0,Robert Williams,C,6-9,237,1997-10-17,US,4,Texas A&M
12,57.0,Mike Muscala,C,6-10,240,1991-07-01,US,9,Bucknell
13,20.0,JD Davison (TW),PG,6-3,195,2002-10-03,US,R,Alabama
14,28.0,Mfiondu Kabengele (TW),PF,6-9,250,1997-08-14,CA,2,Florida State
15,99.0,Justin Champagnie,SF,6-6,200,2001-06-29,US,1,Pitt
16,,Danilo Gallinari,SF,6-10,233,1988-08-08,IT,13,
