,DATE,YEAR,MONTH,DAY,START_ET,HOME,OPPONENT,OUTCOME,OVERTIME,POINTS_SCORED,OPPONENT_POINTS,CUMULATIVE_W,CUMULATIVE_L,STREAK
0,"Sat, Apr 16, 2016",2016,4,16,12:30p,True,IND,L,False,90,100,0,1,L 1
1,"Mon, Apr 18, 2016",2016,4,18,7:00p,True,IND,W,False,98,87,1,1,W 1
2,"Thu, Apr 21, 2016",2016,4,21,7:30p,False,IND,W,False,101,85,2,1,W 2
3,"Sat, Apr 23, 2016",2016,4,23,3:00p,False,IND,L,False,83,100,2,2,L 1
4,"Tue, Apr 26, 2016",2016,4,26,6:00p,True,IND,W,False,102,99,3,2,W 1
5,"Fri, Apr 29, 2016",2016,4,29,7:30p,False,IND,L,False,83,101,3,3,L 1
6,"Sun, May 1, 2016",2016,5,1,8:00p,True,IND,W,False,89,84,4,3,W 1
8,"Tue, May 3, 2016",2016,5,3,8:00p,True,MIA,L,True,96,102,4,4,L 1
9,"Thu, May 5, 2016",2016,5,5,8:00p,True,MIA,W,True,96,92,5,4,W 1
10,"Sat, May 7, 2016",2016,5,7,5:00p,False,MIA,W,False,95,91,6,4,W 2
11,"Mon, May 9, 2016",2016,5,9,8:00p,False,MIA,L,True,87,94,6,5,L 1
12,"Wed, May 11, 2016",2016,5,11,8:00p,True,MIA,W,False,99,91,7,5,W 1
13,"Fri, May 13, 2016",2016,5,13,8:00p,False,MIA,L,False,91,103,7,6,L 1
14,"Sun, May 15, 2016",2016,5,15,3:30p,True,MIA,W,False,116,89,8,6,W 1
16,"Tue, May 17, 2016",2016,5,17,8:30p,False,CLE,L,False,84,115,8,7,L 1
17,"Thu, May 19, 2016",2016,5,19,8:30p,False,CLE,L,False,89,108,8,8,L 2
18,"Sat, May 21, 2016",2016,5,21,8:30p,True,CLE,W,False,99,84,9,8,W 1
19,"Mon, May 23, 2016",2016,5,23,8:30p,True,CLE,W,False,105,99,10,8,W 2
20,"Wed, May 25, 2016",2016,5,25,8:30p,False,CLE,L,False,78,116,10,9,L 1
21,"Fri, May 27, 2016",2016,5,27,8:30p,True,CLE,L,False,87,113,10,10,L 2
