,TEAM,PLAYOFF_WINS
0,CHI_1997,15.0
1,SEA_1997,6.0
2,UTA_1997,13.0
3,HOU_1997,9.0
4,NYK_1997,6.0
5,LAL_1997,4.0
6,MIA_1997,8.0
7,DET_1997,2.0
8,ATL_1997,4.0
9,WAS_1997,0.0
10,POR_1997,1.0
11,ORL_1997,2.0
12,CHO_1997,0.0
13,MIN_1997,0.0
14,PHO_1997,2.0
15,LAC_1997,0.0
