,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,14,D.J. Augustin,PG,5-11,183,1987-11-10,US,12,Texas
1,9,Avery Bradley,SG,6-3,180,1990-11-26,US,10,Texas
2,7,Armoni Brooks,SG,6-3,195,1998-06-05,US,R,Houston
3,0,Sterling Brown,SG,6-5,219,1995-02-10,US,3,SMU
4,5,Bruno Caboclo,PF,6-9,218,1995-09-21,BR,6,
5,15,DeMarcus Cousins,C,6-10,270,1990-08-13,US,9,Kentucky
6,10,Eric Gordon,SG,6-3,215,1988-12-25,US,12,Indiana
7,13,James Harden,PG,6-5,220,1989-08-26,US,11,Arizona State
8,4,Danuel House Jr.,SF,6-6,220,1993-06-07,US,4,Texas A&M
9,55,DaQuan Jeffries,SG,6-5,230,1997-08-30,US,1,"Oral Roberts, Tulsa"
10,9,Mason Jones,SG,6-4,200,1998-07-21,US,R,"Connors State College, Arkansas"
11,0,Rodions Kurucs,SF,6-9,228,1998-02-05,LV,2,
12,33,Anthony Lamb,SF,6-6,227,1998-01-20,US,R,University of Vermont
13,6,Kenyon Martin Jr.,SF,6-6,215,2001-01-06,US,R,
14,16,Ben McLemore,SG,6-3,195,1993-02-11,US,7,Kansas
15,2,David Nwaba,SF,6-5,219,1993-01-14,US,4,Cal Poly
16,7,Victor Oladipo,SG,6-4,213,1992-05-04,US,7,Indiana
17,25,Cameron Oliver,SF,6-8,239,1996-07-11,US,R,Nevada
18,41,Kelly Olynyk,PF,6-11,240,1991-04-19,CA,7,Gonzaga
19,26,Justin Patton,C,6-11,241,1997-06-14,US,3,Creighton
20,3,Kevin Porter Jr.,SG,6-4,203,2000-05-04,US,1,USC
21,42,Cameron Reynolds,SF,6-7,225,1995-02-07,US,1,Tulane
22,5,Ray Spalding,C,6-10,215,1997-03-11,US,1,Louisville
23,8,Jae'Sean Tate,SF,6-4,230,1995-10-28,US,R,Ohio State
24,33,Brodric Thomas,SG,6-5,185,1997-01-28,US,R,Truman State University
25,20,Khyri Thomas,SG,6-3,210,1996-05-08,US,2,Creighton
26,17,P.J. Tucker,PF,6-5,245,1985-05-05,US,9,Texas
27,1,John Wall,PG,6-3,210,1990-09-06,US,9,Kentucky
28,0,D.J. Wilson,PF,6-10,231,1996-02-19,US,3,Michigan
29,35,Christian Wood,C,6-10,214,1995-09-27,US,4,UNLV
