,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,7.0,Troy Brown Jr.,SF,6-6,215,1999-07-28,US,4,Oregon
1,35.0,Wenyen Gabriel,PF,6-9,205,1997-03-26,SD,3,Kentucky
2,17.0,Dennis Schröder,PG,6-3,172,1993-09-15,DE,9,
3,15.0,Austin Reaves,SG,6-5,206,1998-05-29,US,1,"Wichita State, Oklahoma"
4,3.0,Anthony Davis,C,6-10,253,1993-03-11,US,10,Kentucky
5,4.0,Lonnie Walker IV,SG,6-4,204,1998-12-14,US,4,Miami (FL)
6,6.0,LeBron James,PF,6-9,250,1984-12-30,US,19,
7,10.0,Max Christie,SG,6-6,190,2003-02-10,US,R,Michigan State
8,28.0,Rui Hachimura,PF,6-8,230,1998-02-08,JP,3,Gonzaga
9,5.0,Malik Beasley,SG,6-4,187,1996-11-26,US,6,Florida State
10,2.0,Jarred Vanderbilt,PF,6-9,214,1999-04-03,US,4,Kentucky
11,1.0,D'Angelo Russell,PG,6-4,193,1996-02-23,US,7,Ohio State
12,12.0,Mo Bamba,C,7-0,231,1998-05-12,US,4,Texas
13,20.0,Cole Swider (TW),SF,6-9,220,1999-05-08,US,R,"Villanova, Syracuse"
14,14.0,Scotty Pippen Jr. (TW),PG,6-3,185,2000-11-10,US,R,Vanderbilt
15,,Tristan Thompson,PF,6-9,254,1991-03-13,CA,11,Texas
16,,Shaquille Harrison,SG,6-4,190,1993-10-06,US,5,Tulsa
