,DATE,YEAR,MONTH,DAY,START_ET,HOME,OPPONENT,OUTCOME,OVERTIME,POINTS_SCORED,OPPONENT_POINTS,CUMULATIVE_W,CUMULATIVE_L,STREAK
0,"Mon, Aug 17, 2020",2020,8,17,1:30p,True,UTA,W,True,135,125,1,0,W 1
1,"Wed, Aug 19, 2020",2020,8,19,4:00p,True,UTA,L,False,105,124,1,1,L 1
2,"Fri, Aug 21, 2020",2020,8,21,4:00p,False,UTA,L,False,87,124,1,2,L 2
3,"Sun, Aug 23, 2020",2020,8,23,9:00p,False,UTA,L,False,127,129,1,3,L 3
4,"Tue, Aug 25, 2020",2020,8,25,6:30p,True,UTA,W,False,117,107,2,3,W 1
5,"Sun, Aug 30, 2020",2020,8,30,8:30p,False,UTA,W,False,119,107,3,3,W 2
6,"Tue, Sep 1, 2020",2020,9,1,8:30p,True,UTA,W,False,80,78,4,3,W 3
8,"Thu, Sep 3, 2020",2020,9,3,9:00p,False,LAC,L,False,97,120,4,4,L 1
9,"Sat, Sep 5, 2020",2020,9,5,9:00p,False,LAC,W,False,110,101,5,4,W 1
10,"Mon, Sep 7, 2020",2020,9,7,9:00p,True,LAC,L,False,107,113,5,5,L 1
11,"Wed, Sep 9, 2020",2020,9,9,9:00p,True,LAC,L,False,85,96,5,6,L 2
12,"Fri, Sep 11, 2020",2020,9,11,6:30p,False,LAC,W,False,111,105,6,6,W 1
13,"Sun, Sep 13, 2020",2020,9,13,1:00p,True,LAC,W,False,111,98,7,6,W 2
14,"Tue, Sep 15, 2020",2020,9,15,9:00p,False,LAC,W,False,104,89,8,6,W 3
16,"Fri, Sep 18, 2020",2020,9,18,9:00p,False,LAL,L,False,114,126,8,7,L 1
17,"Sun, Sep 20, 2020",2020,9,20,7:30p,False,LAL,L,False,103,105,8,8,L 2
18,"Tue, Sep 22, 2020",2020,9,22,9:00p,True,LAL,W,False,114,106,9,8,W 1
19,"Thu, Sep 24, 2020",2020,9,24,9:00p,True,LAL,L,False,108,114,9,9,L 1
20,"Sat, Sep 26, 2020",2020,9,26,9:00p,False,LAL,L,False,107,117,9,10,L 2
