,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,5,Al-Farouq Aminu,PF,6-8,220,1990-09-21,US,10,Wake Forest
1,51,Ryan Arcidiacono,PG,6-3,195,1994-03-26,US,3,Villanova
2,7,Troy Brown Jr.,SF,6-6,215,1999-07-28,US,2,Oregon
3,34,Wendell Carter Jr.,C,6-10,270,1999-04-16,US,2,Duke
4,3,Devon Dotson,PG,6-2,185,1999-08-02,US,R,Kansas
5,6,Cristiano Felício,C,6-11,270,1992-07-07,BR,5,
6,12,Daniel Gafford,PF,6-10,234,1998-10-01,US,1,Arkansas
7,11,Javonte Green,SG,6-4,205,1993-07-23,US,1,Radford
8,15,Chandler Hutchison,SF,6-6,210,1996-04-26,US,2,Boise State
9,2,Luke Kornet,PF,7-2,250,1995-07-15,US,3,Vanderbilt
10,8,Zach LaVine,SG,6-5,200,1995-03-10,US,6,UCLA
11,24,Lauri Markkanen,PF,7-0,240,1997-05-22,FI,3,Arizona
12,20,Adam Mokoka,SG,6-4,190,1998-07-18,FR,1,
13,22,Otto Porter Jr.,SF,6-8,198,1993-06-03,US,7,Georgetown
14,31,Tomáš Satoranský,SG,6-7,210,1991-10-30,CZ,4,
15,17,Garrett Temple,SG,6-5,195,1986-05-08,US,10,LSU
16,27,Daniel Theis,C,6-8,245,1992-04-04,DE,3,
17,45,Denzel Valentine,SG,6-4,220,1993-11-16,US,3,Michigan State
18,9,Nikola Vučević,C,6-10,260,1990-10-24,CH,9,USC
19,0,Coby White,PG,6-5,195,2000-02-16,US,1,UNC
20,"9, 44",Patrick Williams,PF,6-7,215,2001-08-26,US,R,Florida State
21,21,Thaddeus Young,PF,6-8,235,1988-06-21,US,13,Georgia Tech
