,DATE,YEAR,MONTH,DAY,START_ET,HOME,OPPONENT,OUTCOME,OVERTIME,POINTS_SCORED,OPPONENT_POINTS,CUMULATIVE_W,CUMULATIVE_L,STREAK
0,"Sat, Apr 16, 2022",2022,4,16,1:00p,True,UTA,L,False,93,99,0,1,L 1
1,"Mon, Apr 18, 2022",2022,4,18,8:30p,True,UTA,W,False,110,104,1,1,W 1
2,"Thu, Apr 21, 2022",2022,4,21,9:00p,False,UTA,W,False,126,118,2,1,W 2
3,"Sat, Apr 23, 2022",2022,4,23,4:30p,False,UTA,L,False,99,100,2,2,L 1
4,"Mon, Apr 25, 2022",2022,4,25,9:30p,True,UTA,W,False,102,77,3,2,W 1
5,"Thu, Apr 28, 2022",2022,4,28,10:00p,False,UTA,W,False,98,96,4,2,W 2
7,"Mon, May 2, 2022",2022,5,2,10:00p,False,PHO,L,False,114,121,4,3,L 1
8,"Wed, May 4, 2022",2022,5,4,10:00p,False,PHO,L,False,109,129,4,4,L 2
9,"Fri, May 6, 2022",2022,5,6,9:30p,True,PHO,W,False,103,94,5,4,W 1
10,"Sun, May 8, 2022",2022,5,8,3:30p,True,PHO,W,False,111,101,6,4,W 2
11,"Tue, May 10, 2022",2022,5,10,10:00p,False,PHO,L,False,80,110,6,5,L 1
12,"Thu, May 12, 2022",2022,5,12,9:30p,True,PHO,W,False,113,86,7,5,W 1
13,"Sun, May 15, 2022",2022,5,15,8:00p,False,PHO,W,False,123,90,8,5,W 2
15,"Wed, May 18, 2022",2022,5,18,9:00p,False,GSW,L,False,87,112,8,6,L 1
16,"Fri, May 20, 2022",2022,5,20,9:00p,False,GSW,L,False,117,126,8,7,L 2
17,"Sun, May 22, 2022",2022,5,22,9:00p,True,GSW,L,False,100,109,8,8,L 3
18,"Tue, May 24, 2022",2022,5,24,9:00p,True,GSW,W,False,119,109,9,8,W 1
19,"Thu, May 26, 2022",2022,5,26,9:00p,False,GSW,L,False,110,120,9,9,L 1
