,DATE,YEAR,MONTH,DAY,START_ET,HOME,OPPONENT,OUTCOME,OVERTIME,POINTS_SCORED,OPPONENT_POINTS,CUMULATIVE_W,CUMULATIVE_L,STREAK
0,"Sun, Apr 15, 2018",2018,4,15,3:30p,True,IND,L,False,80,98,0,1,L 1
1,"Wed, Apr 18, 2018",2018,4,18,7:00p,True,IND,W,False,100,97,1,1,W 1
2,"Fri, Apr 20, 2018",2018,4,20,7:00p,False,IND,L,False,90,92,1,2,L 1
3,"Sun, Apr 22, 2018",2018,4,22,8:30p,False,IND,W,False,104,100,2,2,W 1
4,"Wed, Apr 25, 2018",2018,4,25,7:00p,True,IND,W,False,98,95,3,2,W 2
5,"Fri, Apr 27, 2018",2018,4,27,8:00p,False,IND,L,False,87,121,3,3,L 1
6,"Sun, Apr 29, 2018",2018,4,29,1:00p,True,IND,W,False,105,101,4,3,W 1
8,"Tue, May 1, 2018",2018,5,1,8:00p,False,TOR,W,True,113,112,5,3,W 2
9,"Thu, May 3, 2018",2018,5,3,6:00p,False,TOR,W,False,128,110,6,3,W 3
10,"Sat, May 5, 2018",2018,5,5,8:30p,True,TOR,W,False,105,103,7,3,W 4
11,"Mon, May 7, 2018",2018,5,7,8:30p,True,TOR,W,False,128,93,8,3,W 5
13,"Sun, May 13, 2018",2018,5,13,3:30p,False,BOS,L,False,83,108,8,4,L 1
14,"Tue, May 15, 2018",2018,5,15,8:30p,False,BOS,L,False,94,107,8,5,L 2
15,"Sat, May 19, 2018",2018,5,19,8:30p,True,BOS,W,False,116,86,9,5,W 1
16,"Mon, May 21, 2018",2018,5,21,8:30p,True,BOS,W,False,111,102,10,5,W 2
17,"Wed, May 23, 2018",2018,5,23,8:30p,False,BOS,L,False,83,96,10,6,L 1
18,"Fri, May 25, 2018",2018,5,25,8:30p,True,BOS,W,False,109,99,11,6,W 1
19,"Sun, May 27, 2018",2018,5,27,8:30p,False,BOS,W,False,87,79,12,6,W 2
21,"Thu, May 31, 2018",2018,5,31,9:00p,False,GSW,L,True,114,124,12,7,L 1
22,"Sun, Jun 3, 2018",2018,6,3,8:00p,False,GSW,L,False,103,122,12,8,L 2
23,"Wed, Jun 6, 2018",2018,6,6,9:00p,True,GSW,L,False,102,110,12,9,L 3
24,"Fri, Jun 8, 2018",2018,6,8,9:00p,True,GSW,L,False,85,108,12,10,L 4
