,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,34,Giannis Antetokounmpo,PF,7-0,242,1994-12-06,GR,6,
1,43,Thanasis Antetokounmpo,SF,6-6,219,1992-07-18,GR,1,
2,17,Dragan Bender,C,7-0,225,1997-11-17,BA,3,
3,6,Eric Bledsoe,PG,6-1,214,1989-12-09,US,9,Kentucky
4,23,Sterling Brown,SF,6-5,219,1995-02-10,US,2,SMU
5,24,Pat Connaughton,SG,6-5,209,1993-01-06,US,4,Notre Dame
6,0,Donte DiVincenzo,SG,6-4,203,1997-01-31,US,1,Villanova
7,3,George Hill,PG,6-4,188,1986-05-04,US,11,IUPUI
8,7,Ersan İlyasova,PF,6-9,235,1987-05-15,TR,11,
9,26,Kyle Korver,SF,6-7,212,1981-03-17,US,16,Creighton
10,11,Brook Lopez,C,7-0,282,1988-04-01,US,11,Stanford
11,42,Robin Lopez,C,7-0,281,1988-04-01,US,11,Stanford
12,15,Frank Mason III,PG,5-11,190,1994-04-03,US,2,Kansas
13,9,Wesley Matthews,SG,6-4,220,1986-10-14,US,10,Marquette
14,22,Khris Middleton,SF,6-7,222,1991-08-12,US,7,Texas A&M
15,20,Marvin Williams,PF,6-8,237,1986-06-19,US,14,UNC
16,5,D.J. Wilson,PF,6-10,231,1996-02-19,US,2,Michigan
